"","Status","FWS.Total","Other.Fed","Fed.Total","States.Total","Species.Total","Year"
"1696","E",5700,7000,12700,500,13200,2005
"1697","E",25500,74155,99655,1000,100655,2005
"1698","E",8900,8000,16900,0,16900,2005
"1699","E",17408,2052,19460,800,20260,2005
"1700","E",18108,14578,32686,8167,40853,2005
"1701","T",3400,15802,19202,0,19202,2005
"1702","E",130208,224450,354658,44011,398669,2005
"1703","E",80865,7034,87899,31668,119567,2005
"1704","EXPN",2300,13900,16200,0,16200,2005
"1705","E",140519,46764,187283,28000,215283,2005
"1706","T",22000,9077,31077,0,31077,2005
"1707","EXPN",300,0,300,800,1100,2005
"1708","E",23708,6354,30062,0,30062,2005
"1709","E",27708,31878,59586,1181,60767,2005
"1710","E",8600,22100,30700,1000,31700,2005
"1711","E",29408,16022,45430,911,46341,2005
"1712","EXPN",3800,0,3800,0,3800,2005
"1713","E",92450,29802,122252,22370,144622,2005
"1714","E",11200,4600,15800,0,15800,2005
"1715","E",2900,2100,5000,0,5000,2005
"1716","E",44908,4382,49290,1500,50790,2005
"1717","EXPN",0,1752,1752,0,1752,2005
"1718","E",2900,2600,5500,0,5500,2005
"1719","E",6400,4352,10752,0,10752,2005
"1720","E",54000,14655,68655,1000,69655,2005
"1721","E",39208,121267,160475,5411,165886,2005
"1722","EXPN",0,1900,1900,0,1900,2005
"1723","E",23108,7802,30910,800,31710,2005
"1724","E",4800,4500,9300,500,9800,2005
"1725","E",28500,46622,75122,7367,82489,2005
"1726","E",109000,266743,375743,28600,404343,2005
"1727","T",10000,9600,19600,5699,25299,2005
"1728","E",27800,0,27800,10167,37967,2005
"1729","E",54500,79655,134155,1000,135155,2005
"1730","E",12800,29200,42000,0,42000,2005
"1731","E",20208,7973,28181,1881,30062,2005
"1732","E",41342,190625,231967,41887,273854,2005
"1733","E",94927,41245,136172,10427,146599,2005
"1734","E",32500,81372,113872,4500,118372,2005
"1735","T",11900,2255,14155,0,14155,2005
"1736","E",3000,55027,58027,41200,99227,2005
"1737","E",18500,2575,21075,36780,57855,2005
"1738","E",2900,2100,5000,0,5000,2005
"1739","E",16400,33005,49405,0,49405,2005
"1740","E",4400,36284,40684,111,40795,2005
"1741","E",50616,161186,211802,97613,309415,2005
"1742","E",0,300500,300500,21000,321500,2005
"1743","E",7599,184185,191784,12000,203784,2005
"1744","E",2900,3387,6287,0,6287,2005
"1745","E",14500,2775,17275,5000,22275,2005
"1746","T",2900,2600,5500,0,5500,2005
"1747","E",65,5800,5865,0,5865,2005
"1748","E",3300,10100,13400,1798,15198,2005
"1749","E",2500,3100,5600,0,5600,2005
"1750","E",2900,2100,5000,1798,6798,2005
"1751","EXPN",500,3037,3537,111,3648,2005
"1752","E",6800,3400,10200,0,10200,2005
"1753","T",2900,2600,5500,0,5500,2005
"1754","E",2900,2100,5000,0,5000,2005
"1755","T",2900,2600,5500,1798,7298,2005
"1756","T",8500,0,8500,0,8500,2005
"1757","E",2900,1687,4587,0,4587,2005
"1758","T",136895,230131,367026,0,367026,2005
"1759","T",10000,0,10000,4000,14000,2005
"1760","T",50000,0,50000,9692,59692,2005
"1761","E",68500,3426,71926,2120,74046,2005
"1762","E",146035,6000,152035,0,152035,2005
"1763","T",7175,0,7175,0,7175,2005
"1764","T",800,5900,6700,0,6700,2005
"1765","T",18000,1400,19400,0,19400,2005
"1766","E",16000,2000,18000,0,18000,2005
"1767","E",150553,239584,390137,0,390137,2005
"1768","T",11000,400,11400,0,11400,2005
"1769","E",2900,900,3800,0,3800,2005
"1770","E",136495,360605,497100,0,497100,2005
"1771","E",0,0,0,1400,1400,2005
"1772","E",312950,191000,503950,0,503950,2005
"1773","E",5000,0,5000,60,5060,2005
"1774","E",42136,20000,62136,0,62136,2005
"1775","E",164095,28681,192776,0,192776,2005
"1776","E",12000,0,12000,0,12000,2005
"1777","E",12000,2000,14000,0,14000,2005
"1778","E",5000,0,5000,60,5060,2005
"1779","E",243370,327316,570686,32087,602773,2005
"1780","E",0,32240,32240,4752,36992,2005
"1781","E",16151,240,16391,5348,21739,2005
"1782","E",41256,1240,42496,5348,47844,2005
"1783","T",10640,0,10640,0,10640,2005
"1784","E",4500,240,4740,4900,9640,2005
"1785","E",243370,327316,570686,32087,602773,2005
"1786","E",0,32240,32240,4752,36992,2005
"1787","E",16151,240,16391,5348,21739,2005
"1788","E",41256,1240,42496,5348,47844,2005
"1789","T",10640,0,10640,0,10640,2005
"1790","E",4500,240,4740,4900,9640,2005
"1791","E",27000,0,27000,200,27200,2005
"1792","E",0,240,240,4752,4992,2005
"1793","E",53150,0,53150,0,53150,2005
"1794","E",0,240,240,4752,4992,2005
"1795","T",585720,2077755,2663475,0,2663475,2005
"1796","T",55175,1500,56675,0,56675,2005
"1797","E",30810,0,30810,0,30810,2005
"1798","E",9061,300,9361,0,9361,2005
"1799","E",671750,0,671750,0,671750,2005
"1800","E",167914,85240,253154,0,253154,2005
"1801","E",290073,336759,626832,230655,857487,2005
"1802","E",1000,0,1000,0,1000,2005
"1803","E",4480,0,4480,0,4480,2005
"1804","E",4635,17000,21635,0,21635,2005
"1805","E",24500,5263,29763,17200,46963,2005
"1806","E",0,5000,5000,0,5000,2005
"1807","T",276278,85522,361800,3000,364800,2005
"1808","E",670750,310000,980750,0,980750,2005
"1809","E",362160,176000,538160,0,538160,2005
"1810","E",1000,140195,141195,1400,142595,2005
"1811","E",10500,3050,13550,0,13550,2005
"1812","E",65340,1000,66340,0,66340,2005
"1813","E",1015,3530,4545,0,4545,2005
"1814","E",113200,39568,152768,46960,199728,2005
"1815","E",98480,0,98480,0,98480,2005
"1816","E",31205,0,31205,0,31205,2005
"1817","E",4500,100160,104660,4752,109412,2005
"1818","E",4500,1e+05,104500,4752,109252,2005
"1819","E",68916,38000,106916,0,106916,2005
"1820","T",22626,15000,37626,0,37626,2005
"1821","T",7980,8000,15980,0,15980,2005
"1822","E",75455,50200,125655,10000,135655,2005
"1823","E",135474,26000,161474,0,161474,2005
"1824","T",3796,59000,62796,0,62796,2005
"1825","T",38157,42249,80406,28000,108406,2005
"1826","E",31240,0,31240,0,31240,2005
"1827","T",43959,200,44159,4097,48256,2005
"1828","E",0,240,240,4900,5140,2005
"1829","E",4000,240,4240,4900,9140,2005
"1830","E",4500,0,4500,5438,9938,2005
"1831","E",4500,160,4660,4900,9560,2005
"1832","E",4500,160,4660,4900,9560,2005
"1833","E",4500,100160,104660,5050,109710,2005
"1834","E",4500,160,4660,5438,10098,2005
"1835","E",0,160,160,5438,5598,2005
"1836","E",4500,160,4660,5050,9710,2005
"1837","E",44325,0,44325,0,44325,2005
"1838","E",900,1900,2800,0,2800,2005
"1839","E",0,160,160,5438,5598,2005
"1840","E",2500,857,3357,135,3492,2005
"1841","E",44325,0,44325,0,44325,2005
"1842","E",54000,2000,56000,6688,62688,2005
"1843","E",16151,160,16311,5050,21361,2005
"1844","E",23900,2100,26000,0,26000,2005
"1845","E",16000,2100,18100,300,18400,2005
"1846","E",15500,15350,30850,0,30850,2005
"1847","E",45000,1000,46000,10000,56000,2005
"1848","E",85793,34000,119793,0,119793,2005
"1849","E",38858,2000,40858,0,40858,2005
"1850","E",366248,370733,736981,0,736981,2005
"1851","E",366193,166542,532735,0,532735,2005
"1852","T",718570,2917300,3635870,0,3635870,2005
"1853","E",7854,0,7854,750,8604,2005
"1854","T",0,100,100,528,628,2005
"1855","E",6000,0,6000,60,6060,2005
"1856","E",2900,53487,56387,0,56387,2005
"1857","E",20555,82800,103355,0,103355,2005
"1858","E",7000,38100,45100,0,45100,2005
"1859","T",0,2100,2100,0,2100,2005
"1860","E",631472,2315950,2947422,0,2947422,2005
"1861","E",13300,200,13500,500,14000,2005
"1862","E",12389,14374,26763,107,26870,2005
"1863","E",4184,0,4184,68,4252,2005
"1864","E",433,0,433,68,501,2005
"1865","E",4580,14374,18954,68,19022,2005
"1866","E",871,19100,19971,1370,21341,2005
"1867","E",4580,0,4580,107,4687,2005
"1868","E",293,0,293,68,361,2005
"1869","E",293,0,293,68,361,2005
"1870","E",383,0,383,2221,2604,2005
"1871","E",293,0,293,68,361,2005
"1872","E",293,0,293,68,361,2005
"1873","E",383,0,383,236,619,2005
"1874","E",293,10060,10353,326,10679,2005
"1875","E",1362,0,1362,0,1362,2005
"1876","E",25362,2400,27762,0,27762,2005
"1877","T",33999,245950,279949,500,280449,2005
"1878","E",16000,6000,22000,0,22000,2005
"1879","E",16000,1100,17100,9383,26483,2005
"1880","T",22460,114247,136707,0,136707,2005
"1881","T",3500,2600,6100,2520,8620,2005
"1882","E",4600,2100,6700,0,6700,2005
"1883","T",23300,41433,64733,9600,74333,2005
"1884","E",12600,400,13000,0,13000,2005
"1885","E",4600,6900,11500,0,11500,2005
"1886","E",1474,0,1474,326,1800,2005
"1887","E",293,0,293,2389,2682,2005
"1888","T",433,19100,19533,2221,21754,2005
"1889","E",9500,4560,14060,0,14060,2005
"1890","E",12044,91667,103711,922,104633,2005
"1891","E",293,0,293,326,619,2005
"1892","E",53000,0,53000,7295,60295,2005
"1893","E",293,0,293,326,619,2005
"1894","E",13189,83534,96723,978,97701,2005
"1895","T",16000,0,16000,0,16000,2005
"1896","E",90,6940,7030,0,7030,2005
"1897","E",1660,0,1660,0,1660,2005
"1898","E",1000,400,1400,0,1400,2005
"1899","T",8040,2700,10740,520,11260,2005
"1900","E",16000,26300,42300,0,42300,2005
"1901","E",1421,1000,2421,0,2421,2005
"1902","E",6200,250,6450,0,6450,2005
"1903","E",300,22400,22700,0,22700,2005
"1904","E",1000,2200,3200,0,3200,2005
"1905","E",1090,6840,7930,0,7930,2005
"1906","E",200,0,200,0,200,2005
"1907","T",5121,0,5121,0,5121,2005
"1908","E",108407,96500,204907,0,204907,2005
"1909","E",34862,9000,43862,0,43862,2005
"1910","E",59045,0,59045,0,59045,2005
"1911","T",0,6400,6400,0,6400,2005
"1912","E",3500,850,4350,500,4850,2005
"1913","T",5193,1700,6893,0,6893,2005
"1914","E",1000,1200,2200,0,2200,2005
"1915","T",5400,1687,7087,0,7087,2005
"1916","T",11100,44150,55250,6100,61350,2005
"1917","E",5000,54000,59000,0,59000,2005
"1918","E",8900,13500,22400,0,22400,2005
"1919","E",0,0,0,7593,7593,2005
"1920","E",3500,0,3500,10875,14375,2005
"1921","T",19700,0,19700,0,19700,2005
"1922","T",6900,3060,9960,0,9960,2005
"1923","E",38000,400,38400,0,38400,2005
"1924","E",0,1000,1000,500,1500,2005
"1925","T",1000,0,1000,0,1000,2005
"1926","E",293,0,293,68,361,2005
"1927","E",293,0,293,68,361,2005
"1928","E",2362,0,2362,0,2362,2005
"1929","E",1000,54000,55000,0,55000,2005
"1930","E",4200,1000,5200,0,5200,2005
"1931","T",14900,4250,19150,0,19150,2005
"1932","E",2000,0,2000,0,2000,2005
"1933","T",4590,0,4590,0,4590,2005
"1934","T",99550,32846,132396,0,132396,2005
"1935","E",1090,18500,19590,0,19590,2005
"1936","E",1000,0,1000,0,1000,2005
"1937","E",10870,4000,14870,0,14870,2005
"1938","T",31000,4000,35000,0,35000,2005
"1939","E",120200,5000,125200,0,125200,2005
"1940","E",1886,1031,2917,3218,6135,2005
"1941","T",30200,4378,34578,9040,43618,2005
"1942","E",1090,18500,19590,0,19590,2005
"1943","E",1090,6940,8030,0,8030,2005
"1944","E",1000,500,1500,0,1500,2005
"1945","T",38007,51150,89157,0,89157,2005
"1946","T",3635,1800,5435,0,5435,2005
"1947","T",1000,4400,5400,0,5400,2005
"1948","T",2900,900,3800,0,3800,2005
"1949","E",16000,96412,112412,0,112412,2005
"1950","E",0,0,0,500,500,2005
"1951","E",1140,600,1740,0,1740,2005
"1952","E",2000,0,2000,7295,9295,2005
"1953","E",14000,39500,53500,500,54000,2005
"1954","T",0,3000,3000,2100,5100,2005
"1955","T",0,1000,1000,500,1500,2005
"1956","E",18700,0,18700,0,18700,2005
"1957","E",9686,3600,13286,0,13286,2005
"1958","E",5000,66500,71500,0,71500,2005
"1959","T",0,11000,11000,0,11000,2005
"1960","T",0,1000,1000,7892,8892,2005
"1961","T",7686,12200,19886,0,19886,2005
"1962","E",0,0,0,2100,2100,2005
"1963","E",0,15000,15000,500,15500,2005
"1964","E",10000,4000,14000,500,14500,2005
"1965","E",131000,24000,155000,7000,162000,2005
"1966","E",10000,18028,28028,0,28028,2005
"1967","T",13000,0,13000,500,13500,2005
"1968","E",0,62500,62500,6698,69198,2005
"1969","E",66000,0,66000,15350,81350,2005
"1970","E",6000,0,6000,32386,38386,2005
"1971","T",24851,27612,52463,0,52463,2005
"1972","T",0,10028,10028,0,10028,2005
"1973","E",10000,37528,47528,0,47528,2005
"1974","E",3800,3555,7355,2000,9355,2005
"1975","E",1000,400,1400,0,1400,2005
"1976","E",0,0,0,7892,7892,2005
"1977","T",48988,169589,218577,0,218577,2005
"1978","E",33000,0,33000,0,33000,2005
"1979","E",8270,2200,10470,0,10470,2005
"1980","T",1000,0,1000,0,1000,2005
"1981","T",9100,0,9100,0,9100,2005
"1982","E",740,100,840,922,1762,2005
"1983","E",22864,509879,532743,3620,536363,2005
"1984","E",4792,0,4792,0,4792,2005
"1985","E",1362,0,1362,0,1362,2005
"1986","T",121980,20509,142489,0,142489,2005
"1987","E",0,54000,54000,0,54000,2005
"1988","E",38285,15829,54114,0,54114,2005
"1989","T",6000,0,6000,0,6000,2005
"1990","E",2500,0,2500,0,2500,2005
"1991","E",2895,0,2895,0,2895,2005
"1992","E",2817,9250,12067,0,12067,2005
"1993","T",8225,5000,13225,0,13225,2005
"1994","E",2362,900,3262,0,3262,2005
"1995","E",4000,4000,8000,500,8500,2005
"1996","E",1039,200,1239,0,1239,2005
"1997","E",95600,41600,137200,4778,141978,2005
"1998","E",82486,0,82486,0,82486,2005
"1999","T",8000,0,8000,0,8000,2005
"2000","E",32500,61054,93554,1000,94554,2005
"2001","E",21200,4347,25547,0,25547,2005
"2002","T",0,500,500,2100,2600,2005
"2003","E",27550,0,27550,0,27550,2005
"2004","T",5000,28,5028,500,5528,2005
"2005","T",4600,5673,10273,200,10473,2005
"2006","T",1500,13128,14628,0,14628,2005
"2007","T",7790,54500,62290,0,62290,2005
"2008","E",145747,39490,185237,0,185237,2005
"2009","E",50000,9700,59700,10875,70575,2005
"2010","E",110992,28375,139367,0,139367,2005
"2011","E",4500,0,4500,6997,11497,2005
"2012","E",20500,17054,37554,1020,38574,2005
"2013","T",850,1400,2250,0,2250,2005
"2014","T",850,1000,1850,0,1850,2005
"2015","E",33817,0,33817,0,33817,2005
"2016","T",565,6940,7505,0,7505,2005
"2017","T",850,1400,2250,0,2250,2005
"2018","T",318075,1000,319075,0,319075,2005
"2019","T",1000,2500,3500,0,3500,2005
"2020","E",1500,0,1500,0,1500,2005
"2021","E",1000,0,1000,0,1000,2005
"2022","E",5795,500,6295,0,6295,2005
"2023","T",49565,23000,72565,0,72565,2005
"2024","E",1000,0,1000,0,1000,2005
"2025","E",1000,200,1200,0,1200,2005
"2026","E",1000,1900,2900,0,2900,2005
"2027","T",2000,400,2400,500,2900,2005
"2028","T",91025,47821,138846,0,138846,2005
"2029","E",11000,0,11000,6997,17997,2005
"2030","E",26000,0,26000,0,26000,2005
"2031","E",1090,6940,8030,0,8030,2005
"2032","E",30713,322670,353383,0,353383,2005
"2033","E",14479,0,14479,4094,18573,2005
"2034","E",8802,0,8802,810,9612,2005
"2035","E",1886,42500,44386,9843,54229,2005
"2036","E",90,1000,1090,0,1090,2005
"2037","E",20855,3500,24355,0,24355,2005
"2038","E",3000,0,3000,0,3000,2005
"2039","T",4300,2000,6300,0,6300,2005
"2040","T",3000,4000,7000,300,7300,2005
"2041","E",22300,11000,33300,0,33300,2005
"2042","T",5500,12000,17500,0,17500,2005
"2043","E",4635,0,4635,0,4635,2005
"2044","E",281257,17000,298257,0,298257,2005
"2045","T",0,400,400,0,400,2005
"2046","E",2700,14029,16729,0,16729,2005
"2047","T",76345,1200,77545,0,77545,2005
"2048","E",1000,500,1500,0,1500,2005
"2049","E",70892,1200,72092,0,72092,2005
"2050","E",4500,5037,9537,0,9537,2005
"2051","E",6600,3492,10092,0,10092,2005
"2052","T",3000,0,3000,500,3500,2005
"2053","T",11000,0,11000,0,11000,2005
"2054","E",125944,19100,145044,236,145280,2005
"2055","E",293,0,293,68,361,2005
"2056","E",293,0,293,326,619,2005
"2057","E",293,3000,3293,68,3361,2005
"2058","E",4580,0,4580,107,4687,2005
"2059","E",8486,4000,12486,68,12554,2005
"2060","E",10736,0,10736,1409,12145,2005
"2061","E",6526,38100,44626,1202,45828,2005
"2062","E",293,0,293,10516,10809,2005
"2063","E",8486,4000,12486,68,12554,2005
"2064","E",117033,19100,136133,236,136369,2005
"2065","E",117611,38100,155711,236,155947,2005
"2066","E",24278,0,24278,107,24385,2005
"2067","E",4337,19100,23437,236,23673,2005
"2068","E",344,0,344,68,412,2005
"2069","E",293,0,293,68,361,2005
"2070","E",4199,0,4199,68,4267,2005
"2071","E",293,0,293,1202,1495,2005
"2072","E",293,0,293,326,619,2005
"2073","E",4529,0,4529,107,4636,2005
"2074","T",293,0,293,68,361,2005
"2075","E",293,0,293,68,361,2005
"2076","E",11608,6000,17608,326,17934,2005
"2077","E",15039,19100,34139,1370,35509,2005
"2078","E",16450,5842,22292,3338,25630,2005
"2079","E",8999,19100,28099,1202,29301,2005
"2080","E",6597,0,6597,1370,7967,2005
"2081","E",293,0,293,68,361,2005
"2082","E",43468,99056,142524,3461,145985,2005
"2083","E",44000,0,44000,0,44000,2005
"2084","E",8500,18085,26585,5139,31724,2005
"2085","E",293,9060,9353,326,9679,2005
"2086","E",293,5000,5293,1720,7013,2005
"2087","E",544,0,544,68,612,2005
"2088","E",293,0,293,1202,1495,2005
"2089","E",4588,19100,23688,236,23924,2005
"2090","E",11567,7060,18627,2067,20694,2005
"2091","T",293,0,293,68,361,2005
"2092","E",19991,0,19991,68,20059,2005
"2093","E",293,0,293,1370,1663,2005
"2094","E",871,19100,19971,236,20207,2005
"2095","E",293,7060,7353,326,7679,2005
"2096","E",7335,19100,26435,236,26671,2005
"2097","T",24000,42000,66000,0,66000,2005
"2098","T",9200,500,9700,0,9700,2005
"2099","E",293,0,293,2221,2514,2005
"2100","E",293,0,293,68,361,2005
"2101","E",293,0,293,2221,2514,2005
"2102","E",500,0,500,0,500,2005
"2103","E",293,0,293,326,619,2005
"2104","E",1000,0,1000,0,1000,2005
"2105","E",23974,69160,93134,326,93460,2005
"2106","T",17762,169471,187233,0,187233,2005
"2107","E",22800,0,22800,0,22800,2005
"2108","E",1300,0,1300,0,1300,2005
"2109","E",293,0,293,2221,2514,2005
"2110","E",1090,18500,19590,0,19590,2005
"2111","E",23000,8000,31000,0,31000,2005
"2112","T",16200,11533,27733,200,27933,2005
"2113","E",20400,400,20800,0,20800,2005
"2114","E",293,5000,5293,326,5619,2005
"2115","T",9100,0,9100,0,9100,2005
"2116","E",3500,0,3500,0,3500,2005
"2117","E",4865,56200,61065,0,61065,2005
"2118","E",33817,0,33817,0,33817,2005
"2119","E",1000,0,1000,0,1000,2005
"2120","T",6364,7351,13715,1320,15035,2005
"2121","E",7467,19100,26567,1370,27937,2005
"2122","E",21168,0,21168,68,21236,2005
"2123","E",293,0,293,68,361,2005
"2124","E",293,0,293,68,361,2005
"2125","E",4580,0,4580,107,4687,2005
"2126","E",4337,19100,23437,922,24359,2005
"2127","E",293,19913,20206,3485,23691,2005
"2128","E",29155,40000,69155,12145,81300,2005
"2129","E",433,0,433,2221,2654,2005
"2130","E",9661,64300,73961,365,74326,2005
"2131","E",11608,9000,20608,2686,23294,2005
"2132","E",5033,0,5033,0,5033,2005
"2133","E",417,40000,40417,9550,49967,2005
"2134","E",293,0,293,2221,2514,2005
"2135","E",293,1000,1293,68,1361,2005
"2136","E",293,0,293,2221,2514,2005
"2137","E",5293,0,5293,849,6142,2005
"2138","E",7335,19100,26435,236,26671,2005
"2139","T",433,42000,42433,2221,44654,2005
"2140","E",4580,0,4580,107,4687,2005
"2141","E",8102,5627,13729,68,13797,2005
"2142","E",293,0,293,68,361,2005
"2143","E",17611,5000,22611,101683,124294,2005
"2144","E",11675,3842,15517,1597,17114,2005
"2145","E",8404,24100,32504,2647,35151,2005
"2146","E",293,0,293,2221,2514,2005
"2147","E",796,0,796,326,1122,2005
"2148","E",19987,41889,61876,68,61944,2005
"2149","E",0,3000,3000,500,3500,2005
"2150","E",54000,3200,57200,9383,66583,2005
"2151","T",59268,283646,342914,5745,348659,2005
"2152","E",29765,0,29765,0,29765,2005
"2153","E",1090,18500,19590,0,19590,2005
"2154","E",2362,0,2362,0,2362,2005
"2155","E",1693,2000,3693,68,3761,2005
"2156","E",293,0,293,68,361,2005
"2157","E",34015,84920,118935,0,118935,2005
"2158","E",2100,800,2900,0,2900,2005
"2159","E",2900,6400,9300,1500,10800,2005
"2160","E",6400,400,6800,0,6800,2005
"2161","E",2620,15000,17620,0,17620,2005
"2162","E",4293,0,4293,107,4400,2005
"2163","E",9900,8160,18060,4500,22560,2005
"2164","E",1362,0,1362,0,1362,2005
"2165","E",101014,10000,111014,10000,121014,2005
"2166","T",313000,0,313000,0,313000,2005
"2167","E",2325,2000,4325,0,4325,2005
"2168","T",600,0,600,0,600,2005
"2169","E",61855,31449,93304,0,93304,2005
"2170","E",10500,76213,86713,0,86713,2005
"2171","E",6882,0,6882,0,6882,2005
"2172","E",293,0,293,68,361,2005
"2173","E",293,1212,1505,1068,2573,2005
"2174","E",4337,19100,23437,68,23505,2005
"2175","E",4580,0,4580,107,4687,2005
"2176","E",293,0,293,590,883,2005
"2177","E",4581,0,4581,68,4649,2005
"2178","E",13468,0,13468,2686,16154,2005
"2179","E",293,0,293,2221,2514,2005
"2180","E",0,30250,30250,0,30250,2005
"2181","T",165917,146328,312245,0,312245,2005
"2182","E",2370,0,2370,0,2370,2005
"2183","E",3000,14374,17374,0,17374,2005
"2184","E",21066,19100,40166,107,40273,2005
"2185","T",433,3300,3733,2221,5954,2005
"2186","E",90,6940,7030,0,7030,2005
"2187","E",90,6940,7030,0,7030,2005
"2188","E",2242,10000,12242,0,12242,2005
"2189","E",0,0,0,2000,2000,2005
"2190","T",1500,0,1500,0,1500,2005
"2191","E",3000,0,3000,8190,11190,2005
"2192","E",16000,49999,65999,0,65999,2005
"2193","T",10870,4600,15470,0,15470,2005
"2194","T",6130,4000,10130,0,10130,2005
"2195","T",25298,0,25298,0,25298,2005
"2196","E",5452,2000,7452,0,7452,2005
"2197","E",1665,6000,7665,0,7665,2005
"2198","E",3928,0,3928,68,3996,2005
"2199","T",1000,0,1000,0,1000,2005
"2200","E",30160,24350,54510,5449,59959,2005
"2201","E",293,0,293,68,361,2005
"2202","E",1935,38100,40035,68,40103,2005
"2203","E",28694,385000,413694,0,413694,2005
"2204","E",36013,350,36363,0,36363,2005
"2205","E",4635,0,4635,0,4635,2005
"2206","E",7000,2000,9000,0,9000,2005
"2207","E",45268,22889,68157,6827,74984,2005
"2208","E",1000,0,1000,0,1000,2005
"2209","E",1000,64566,65566,0,65566,2005
"2210","E",13502,0,13502,0,13502,2005
"2211","T",3100,0,3100,0,3100,2005
"2212","E",70398,1400,71798,0,71798,2005
"2213","E",2362,0,2362,0,2362,2005
"2214","E",79000,1000,80000,0,80000,2005
"2215","E",39,0,39,0,NA,2005
"2216","E",5890,54000,59890,0,59890,2005
"2217","T",0,83,83,0,NA,2005
"2218","T",72923,5000,77923,0,77923,2005
"2219","E",28531,31000,59531,500,60031,2005
"2220","E",1886,0,1886,1500,3386,2005
"2221","E",155152,158716,313868,0,313868,2005
"2222","E",137,1000,1137,0,1137,2005
"2223","E",2106,9900,12006,0,12006,2005
"2224","T",42190,930000,972190,500,972690,2005
"2225","E",13000,9000,22000,500,22500,2005
"2226","E",28530,33500,62030,0,62030,2005
"2227","E",0,1000,1000,0,1000,2005
"2228","E",4605,0,4605,0,4605,2005
"2229","E",700,0,700,0,700,2005
"2230","T",42270,22090,64360,3665,68025,2005
"2231","T",0,0,0,500,500,2005
"2232","E",14000,0,14000,0,14000,2005
"2233","E",38900,0,38900,0,38900,2005
"2234","E",3500,0,3500,0,3500,2005
"2235","E",12700,0,12700,0,12700,2005
"2236","E",87000,11561,98561,0,98561,2005
"2237","E",2500,4032,6532,100,6632,2005
"2238","T",49000,700,49700,1000,50700,2005
"2239","E",1000,1200,2200,0,2200,2005
"2240","E",1895,500,2395,0,2395,2005
"2241","E",1000,0,1000,0,1000,2005
"2242","E",6000,0,6000,0,6000,2005
"2243","T",564,34,598,0,598,2005
"2244","E",293,0,293,68,361,2005
"2245","E",117611,19100,136711,1370,138081,2005
"2246","E",20263,34000,54263,922,55185,2005
"2247","E",11915,0,11915,0,11915,2005
"2248","E",11915,0,11915,0,11915,2005
"2249","T",72785,96412,169197,0,169197,2005
"2250","E",4337,19100,23437,68,23505,2005
"2251","E",293,0,293,2221,2514,2005
"2252","E",3928,0,3928,68,3996,2005
"2253","E",293,0,293,68,361,2005
"2254","E",293,0,293,2221,2514,2005
"2255","E",293,0,293,68,361,2005
"2256","E",15943,3789,19732,68,19800,2005
"2257","E",433,0,433,2221,2654,2005
"2258","E",4427,19100,23527,68,23595,2005
"2259","E",293,0,293,2221,2514,2005
"2260","E",293,19100,19393,1202,20595,2005
"2261","E",52975,0,52975,0,52975,2005
"2262","E",8426,0,8426,810,9236,2005
"2263","E",16521,55857,72378,1202,73580,2005
"2264","E",293,0,293,1809,2102,2005
"2265","E",9010,19100,28110,1202,29312,2005
"2266","E",871,19100,19971,1202,21173,2005
"2267","E",293,0,293,2743,3036,2005
"2268","E",544,0,544,68,612,2005
"2269","E",3500,0,3500,0,3500,2005
"2270","E",500,0,500,0,500,2005
"2271","E",57597,24100,81697,3131,84828,2005
"2272","E",1000,12770,13770,0,13770,2005
"2273","E",24000,0,24000,0,24000,2005
"2274","E",500,0,500,0,500,2005
"2275","E",293,0,293,2221,2514,2005
"2276","E",5500,0,5500,0,5500,2005
"2277","E",500,0,500,0,500,2005
"2278","E",119011,19100,138111,1202,139313,2005
"2279","E",1000,0,1000,0,1000,2005
"2280","E",433,0,433,3485,3918,2005
"2281","E",33626,0,33626,326,33952,2005
"2282","E",1000,0,1000,0,1000,2005
"2283","E",4139,0,4139,68,4207,2005
"2284","T",4000,1820,5820,13392,19212,2005
"2285","T",500,0,500,0,500,2005
