"","Status","FWS.Total","Other.Fed","Fed.Total","States.Total","Species.Total","Year"
"3405","T",21999,2400,24399,0,24399,2006
"3406","E",16878,500,17378,0,17378,2006
"3407","E",14525,1400,15925,0,15925,2006
"3408","E",12400,3486,15886,0,15886,2006
"3409","E",30100,678,30778,0,30778,2006
"3410","T",4000,1500,5500,750,6250,2006
"3411","T",16236,0,16236,0,16236,2006
"3412","E",19006,45862,64868,79,64947,2006
"3413","E",2500,0,2500,79,2579,2006
"3414","E",500,0,500,753,1253,2006
"3415","E",6393,7134,13527,79,13606,2006
"3416","E",11167,0,11167,79,11246,2006
"3417","E",13393,7257,20650,79,20729,2006
"3418","E",25958,4623,30581,987,31568,2006
"3419","E",9350,107852,117202,1448,118650,2006
"3420","E",14405,0,14405,4594,18999,2006
"3421","E",9393,6150,15543,79,15622,2006
"3422","E",500,45862,46362,247,46609,2006
"3423","E",500,45862,46362,247,46609,2006
"3424","E",20152,4500,24652,79,24731,2006
"3425","E",7000,107852,114852,247,115099,2006
"3426","E",15152,4500,19652,79,19731,2006
"3427","E",500,0,500,79,579,2006
"3428","E",8393,0,8393,79,8472,2006
"3429","E",1725,0,1725,987,2712,2006
"3430","E",5165,0,5165,3701,8866,2006
"3431","E",7500,0,7500,79,7579,2006
"3432","T",500,0,500,79,579,2006
"3433","E",500,0,500,79,579,2006
"3434","E",22387,5000,27387,3701,31088,2006
"3435","E",1725,45862,47587,987,48574,2006
"3436","E",3500,0,3500,5246,8746,2006
"3437","E",9350,107852,117202,1448,118650,2006
"3438","E",20231,0,20231,987,21218,2006
"3439","E",4000,0,4000,79,4079,2006
"3440","E",1869,41500,43369,6411,49780,2006
"3441","E",13500,0,13500,0,13500,2006
"3442","E",19345,8788,28133,2435,30568,2006
"3443","E",5000,9600,14600,753,15353,2006
"3444","E",5000,5000,10000,5518,15518,2006
"3445","E",3425,0,3425,79,3504,2006
"3446","E",500,0,500,987,1487,2006
"3447","E",8125,107852,115977,79,116056,2006
"3448","E",3665,8600,12265,4594,16859,2006
"3449","T",500,0,500,79,579,2006
"3450","E",11062,4500,15562,79,15641,2006
"3451","E",5906,0,5906,987,6893,2006
"3452","E",1900,45862,47762,79,47841,2006
"3453","E",3665,8600,12265,3701,15966,2006
"3454","E",500,45862,46362,79,46441,2006
"3455","T",20000,43456,63456,0,63456,2006
"3456","T",0,416,416,0,416,2006
"3457","E",1300,0,1300,3825,5125,2006
"3458","E",2500,0,2500,79,2579,2006
"3459","E",4000,0,4000,3825,7825,2006
"3460","E",1000,0,1000,0,1000,2006
"3461","E",500,0,500,753,1253,2006
"3462","E",1000,0,1000,0,1000,2006
"3463","E",1800,236386,238186,5518,243704,2006
"3464","T",13145,93194,106339,200,106539,2006
"3465","E",12000,0,12000,0,12000,2006
"3466","E",1200,0,1200,0,1200,2006
"3467","E",500,0,500,3825,4325,2006
"3468","E",1125,9655,10780,0,10780,2006
"3469","E",15000,1400,16400,0,16400,2006
"3470","T",18800,4900,23700,200,23900,2006
"3471","E",13100,416,13516,0,13516,2006
"3472","E",500,6150,6650,753,7403,2006
"3473","T",8309,0,8309,0,8309,2006
"3474","E",6000,0,6000,0,6000,2006
"3475","E",53129,7000,60129,0,60129,2006
"3476","E",5191,0,5191,0,5191,2006
"3477","T",13528,0,13528,1300,14828,2006
"3478","E",2500,45862,48362,987,49349,2006
"3479","E",2500,0,2500,79,2579,2006
"3480","E",11152,4500,15652,79,15731,2006
"3481","E",2500,0,2500,79,2579,2006
"3482","E",7000,0,7000,79,7079,2006
"3483","E",17752,112352,130104,554,130658,2006
"3484","E",3056,0,3056,4347,7403,2006
"3485","E",16905,40000,56905,6886,63791,2006
"3486","E",600,0,600,3825,4425,2006
"3487","E",8300,231588,239888,753,240641,2006
"3488","E",22387,6000,28387,4594,32981,2006
"3489","E",15000,0,15000,79,15079,2006
"3490","E",15674,40500,56174,5518,61692,2006
"3491","E",500,0,500,3825,4325,2006
"3492","E",500,1000,1500,79,1579,2006
"3493","E",500,0,500,3825,4325,2006
"3494","E",8167,0,8167,79,8246,2006
"3495","E",2000,45862,47862,79,47941,2006
"3496","T",500,0,500,3825,4325,2006
"3497","E",18152,4500,22652,79,22731,2006
"3498","E",500,7857,8357,79,8436,2006
"3499","E",500,0,500,79,579,2006
"3500","E",1869,10264,12133,75993,88126,2006
"3501","E",500,1000,1500,3701,5201,2006
"3502","E",11800,53119,64919,4499,69418,2006
"3503","E",500,0,500,3825,4325,2006
"3504","E",23921,4500,28421,5518,33939,2006
"3505","E",8500,120516,129016,79,129095,2006
"3506","E",0,930,930,750,1680,2006
"3507","E",26000,7120,33120,8456,41576,2006
"3508","T",113003,219120,332123,6550,338673,2006
"3509","E",12382,0,12382,6500,18882,2006
"3510","E",2580,9655,12235,0,12235,2006
"3511","E",4000,100,4100,79,4179,2006
"3512","E",500,0,500,79,579,2006
"3513","E",13394,89588,102982,700,103682,2006
"3514","E",14100,831,14931,0,14931,2006
"3515","E",46500,416,46916,500,47416,2006
"3516","E",0,416,416,0,416,2006
"3517","E",0,17500,17500,0,17500,2006
"3518","E",5000,0,5000,79,5079,2006
"3519","E",0,1000,1000,5500,6500,2006
"3520","E",4632,0,4632,0,4632,2006
"3521","E",85600,6200,91800,1700,93500,2006
"3522","E",21607,0,21607,0,21607,2006
"3523","T",1000,0,1000,0,1000,2006
"3524","E",53240,94500,147740,0,147740,2006
"3525","E",8000,224030,232030,0,232030,2006
"3526","E",17944,0,17944,0,17944,2006
"3527","E",500,0,500,79,579,2006
"3528","E",4769,4021,8790,753,9543,2006
"3529","E",8500,107852,116352,79,116431,2006
"3530","E",9167,0,9167,79,9246,2006
"3531","E",1056,0,1056,601,1657,2006
"3532","E",500,0,500,79,579,2006
"3533","E",3500,0,3500,4594,8094,2006
"3534","E",2500,0,2500,3825,6325,2006
"3535","E",0,19588,19588,0,19588,2006
"3536","T",296117,109019,405136,0,405136,2006
"3537","E",1242,0,1242,0,1242,2006
"3538","E",2100,0,2100,0,2100,2006
"3539","E",17893,107852,125745,79,125824,2006
"3540","T",38633,2300,40933,3825,44758,2006
"3541","E",0,2103,2103,0,2103,2006
"3542","E",0,500,500,0,500,2006
"3543","E",29265,1500,30765,4000,34765,2006
"3544","E",345,0,345,2000,2345,2006
"3545","T",1000,0,1000,0,1000,2006
"3546","E",32000,0,32000,8540,40540,2006
"3547","T",79608,51000,130608,15000,145608,2006
"3548","T",5576,500,6076,0,6076,2006
"3549","T",10211,0,10211,3500,13711,2006
"3550","E",0,2000,2000,0,2000,2006
"3551","E",16176,11833,28009,0,28009,2006
"3552","E",500,0,500,79,579,2006
"3553","E",11194,120416,131610,8255,139865,2006
"3554","E",500,0,500,79,579,2006
"3555","E",1625,2664,4289,540,4829,2006
"3556","E",59380,10000,69380,5000,74380,2006
"3557","E",41240,0,41240,0,41240,2006
"3558","E",26330,0,26330,6000,32330,2006
"3559","E",4000,2139,6139,0,6139,2006
"3560","E",14625,118852,133477,10184,143661,2006
"3561","E",350,0,350,0,350,2006
"3562","E",350,8950,9300,0,9300,2006
"3563","E",10900,2000,12900,0,12900,2006
"3564","T",8309,36000,44309,0,44309,2006
"3565","E",60904,0,60904,800,61704,2006
"3566","E",176042,5000,181042,2000,183042,2006
"3567","E",19929,0,19929,0,19929,2006
"3568","T",3869,31000,34869,0,34869,2006
"3569","T",0,90,90,0,NA,2006
"3570","E",54000,18506,72506,750,73256,2006
"3571","E",11000,2233,13233,1100,14333,2006
"3572","E",3869,217796,221665,200,221865,2006
"3573","E",8119,1500,9619,0,9619,2006
"3574","E",188,25000,25188,0,25188,2006
"3575","T",28914,235500,264414,1250,265664,2006
"3576","E",15000,5100,20100,750,20850,2006
"3577","E",48000,125399,173399,0,173399,2006
"3578","E",0,1000,1000,2200,3200,2006
"3579","E",7056,0,7056,18000,25056,2006
"3580","E",17600,0,17600,0,17600,2006
"3581","T",30104,2775,32879,5966,38845,2006
"3582","T",0,9100,9100,750,9850,2006
"3583","E",3000,0,3000,0,3000,2006
"3584","E",17000,0,17000,0,17000,2006
"3585","E",2000,0,2000,0,2000,2006
"3586","E",3000,0,3000,0,3000,2006
"3587","E",182737,132878,315615,0,315615,2006
"3588","E",2000,2112,4112,500,4612,2006
"3589","T",42352,500,42852,1500,44352,2006
"3590","E",9665,35000,44665,100,44765,2006
"3591","E",8643,0,8643,0,8643,2006
"3592","E",3000,180,3180,0,3180,2006
"3593","T",445,0,445,0,445,2006
"3594","E",2500,0,2500,79,2579,2006
"3595","E",21631,45862,67493,1448,68941,2006
"3596","E",15300,3264,18564,554,19118,2006
"3597","E",5056,0,5056,0,5056,2006
"3598","E",5056,0,5056,1500,6556,2006
"3599","T",4219,91703,95922,0,95922,2006
"3600","E",8500,107852,116352,79,116431,2006
"3601","E",500,0,500,3825,4325,2006
"3602","E",2500,0,2500,79,2579,2006
"3603","E",600,0,600,79,679,2006
"3604","E",500,0,500,3825,4325,2006
"3605","E",500,0,500,79,579,2006
"3606","E",500,10000,10500,79,10579,2006
"3607","E",500,0,500,3825,4325,2006
"3608","E",7000,107852,114852,79,114931,2006
"3609","E",500,0,500,3825,4325,2006
"3610","E",2000,70862,72862,987,73849,2006
"3611","E",37162,38000,75162,0,75162,2006
"3612","E",3500,4000,7500,79,7579,2006
"3613","E",8125,55862,63987,1448,65435,2006
"3614","E",600,0,600,4594,5194,2006
"3615","E",8125,107852,115977,987,116964,2006
"3616","E",1625,45862,47487,1448,48935,2006
"3617","E",3055,0,3055,4347,7402,2006
"3618","E",1625,0,1625,79,1704,2006
"3619","E",3200,0,3200,0,3200,2006
"3620","E",1000,0,1000,0,1000,2006
"3621","E",17752,19500,37252,9264,46516,2006
"3622","E",1000,14615,15615,0,15615,2006
"3623","E",111900,0,111900,0,111900,2006
"3624","E",1700,0,1700,0,1700,2006
"3625","E",600,0,600,3825,4425,2006
"3626","E",1200,0,1200,0,1200,2006
"3627","E",1000,0,1000,0,1000,2006
"3628","E",19006,45862,64868,987,65855,2006
"3629","E",1000,0,1000,0,1000,2006
"3630","E",4555,0,4555,4347,8902,2006
"3631","E",1765,0,1765,5518,7283,2006
"3632","E",3200,0,3200,0,3200,2006
"3633","E",11152,4500,15652,79,15731,2006
"3634","T",23900,2411,26311,22242,48553,2006
"3635","T",1000,0,1000,0,1000,2006
"3636","E",500,0,500,79,579,2006
"3637","E",2500,0,2500,3825,6325,2006
"3638","E",11425,0,11425,5502,16927,2006
"3639","E",8125,112650,120775,79,120854,2006
"3640","E",8500,107852,116352,79,116431,2006
"3641","E",15152,50362,65514,987,66501,2006
"3642","E",15125,107852,122977,1448,124425,2006
"3643","E",500,0,500,79,579,2006
"3644","E",1000,416,1416,0,1416,2006
"3645","E",1000,0,1000,0,1000,2006
"3646","E",1700,0,1700,0,1700,2006
"3647","E",1800,231588,233388,3701,237089,2006
"3648","E",600,45862,46462,79,46541,2006
"3649","E",7806,0,7806,987,8793,2006
"3650","E",8125,0,8125,1448,9573,2006
"3651","E",500,0,500,987,1487,2006
"3652","E",1000,0,1000,0,1000,2006
"3653","E",500,0,500,79,579,2006
"3654","E",3000,0,3000,79,3079,2006
"3655","E",5000,0,5000,79,5079,2006
"3656","E",600,600,1200,753,1953,2006
"3657","E",7000,0,7000,753,7753,2006
"3658","E",1400,0,1400,0,1400,2006
"3659","E",1400,0,1400,0,1400,2006
"3660","E",500,0,500,3825,4325,2006
"3661","E",1000,0,1000,0,1000,2006
"3662","E",9000,107852,116852,79,116931,2006
"3663","E",6300,242586,248886,6411,255297,2006
"3664","E",11252,4500,15752,79,15831,2006
"3665","E",10325,0,10325,0,10325,2006
"3666","E",10325,0,10325,0,10325,2006
"3667","E",500,600,1100,79,1179,2006
"3668","E",2000,45862,47862,79,47941,2006
"3669","E",9000,107852,116852,987,117839,2006
"3670","E",2500,0,2500,79,2579,2006
"3671","E",11393,0,11393,79,11472,2006
"3672","E",9393,45862,55255,987,56242,2006
"3673","E",5000,13600,18600,1661,20261,2006
"3674","E",4300,0,4300,3463,7763,2006
"3675","E",4000,0,4000,79,4079,2006
"3676","E",4665,0,4665,4594,9259,2006
"3677","E",2500,0,2500,79,2579,2006
"3678","E",6000,123,6123,79,6202,2006
"3679","E",500,0,500,79,579,2006
"3680","E",500,0,500,3825,4325,2006
"3681","E",600,0,600,3825,4425,2006
"3682","E",8500,107852,116352,79,116431,2006
"3683","E",500,45862,46362,987,47349,2006
"3684","E",500,4428,4928,79,5007,2006
"3685","E",600,0,600,79,679,2006
"3686","E",7000,45985,52985,79,53064,2006
"3687","E",28631,107852,136483,1448,137931,2006
"3688","E",4000,0,4000,3825,7825,2006
"3689","E",500,0,500,79,579,2006
"3690","E",600,0,600,3825,4425,2006
"3691","E",11500,107852,119352,4733,124085,2006
"3692","E",500,0,500,79,579,2006
"3693","E",500,0,500,79,579,2006
"3694","T",500,0,500,79,579,2006
"3695","E",500,0,500,79,579,2006
"3696","T",2000,0,2000,0,2000,2006
"3697","E",7500,0,7500,79,7579,2006
"3698","T",1800,244986,246786,753,247539,2006
"3699","E",8000,236986,244986,753,245739,2006
"3700","E",2000,0,2000,987,2987,2006
"3701","E",18752,351738,370490,753,371243,2006
"3702","E",2965,241386,244351,5518,249869,2006
"3703","E",3500,0,3500,79,3579,2006
"3704","E",2500,0,2500,79,2579,2006
"3705","E",2500,45862,48362,987,49349,2006
"3706","E",1000,0,1000,0,1000,2006
"3707","E",1800,236386,238186,753,238939,2006
"3708","E",8500,107852,116352,79,116431,2006
"3709","E",3500,600,4100,987,5087,2006
"3710","E",5500,4500,10000,79,10079,2006
"3711","T",500,1500,2000,79,2079,2006
"3712","E",500,0,500,79,579,2006
"3713","E",1000,0,1000,0,1000,2006
"3714","E",18752,236088,254840,5518,260358,2006
"3715","E",2500,0,2500,79,2579,2006
"3716","E",14152,4500,18652,79,18731,2006
"3717","E",600,45862,46462,79,46541,2006
"3718","E",3055,0,3055,601,3656,2006
"3719","E",6393,8610,15003,79,15082,2006
"3720","T",0,0,0,6750,6750,2006
"3721","E",600,0,600,79,679,2006
"3722","E",10125,107852,117977,1448,119425,2006
"3723","E",22069,19364,41433,3045,44478,2006
"3724","E",4500,0,4500,79,4579,2006
"3725","E",3869,56,3925,0,3925,2006
"3726","E",600,0,600,987,1587,2006
"3727","T",54315,29707,84022,4894,88916,2006
"3728","T",165049,66496,231545,5600,237145,2006
"3729","E",350,9006,9356,400,9756,2006
"3730","E",57819,22000,79819,1000,80819,2006
"3731","E",70600,10000,80600,1700,82300,2006
"3732","T",14525,27500,42025,300,42325,2006
"3733","T",118869,8800,127669,18100,145769,2006
"3734","T",14525,23500,38025,500,38525,2006
"3735","E",19929,0,19929,0,19929,2006
"3736","T",0,5000,5000,0,5000,2006
"3737","T",260997,132770,393767,0,393767,2006
"3738","E",20141,7633,27774,0,27774,2006
"3739","E",2000,0,2000,0,2000,2006
"3740","E",1000,0,1000,0,1000,2006
"3741","E",1000,0,1000,0,1000,2006
"3742","E",1200,0,1200,0,1200,2006
"3743","E",1200,10000,11200,0,11200,2006
"3744","E",600,0,600,0,600,2006
"3745","E",8500,107852,116352,79,116431,2006
"3746","E",500,4664,5164,79,5243,2006
"3747","E",22200,0,22200,0,22200,2006
"3748","E",2000,8077,10077,0,10077,2006
"3749","E",2000,0,2000,0,2000,2006
"3750","E",1000,0,1000,0,1000,2006
"3751","E",5000,0,5000,700,5700,2006
"3752","E",8000,27250,35250,0,35250,2006
"3753","E",27725,30500,58225,1000,59225,2006
"3754","E",59093,20000,79093,2600,81693,2006
"3755","E",7737,0,7737,0,7737,2006
"3756","E",1900,0,1900,0,1900,2006
"3757","E",0,10000,10000,0,10000,2006
"3758","E",0,6833,6833,0,6833,2006
"3759","E",444,2000,2444,0,2444,2006
"3760","E",48000,22300,70300,8550,78850,2006
"3761","E",41071,1200,42271,4400,46671,2006
"3762","T",8100,48000,56100,0,56100,2006
"3763","E",3500,4500,8000,79,8079,2006
"3764","T",62110,6590,68700,2500,71200,2006
"3765","E",12900,175,13075,0,13075,2006
"3766","E",188976,77725,266701,0,266701,2006
"3767","E",0,0,0,6750,6750,2006
"3768","E",41000,591,41591,0,41591,2006
"3769","E",33500,9006,42506,0,42506,2006
"3770","E",8700,416,9116,0,9116,2006
"3771","E",17500,0,17500,0,17500,2006
"3772","T",55988,57965,113953,5614,119567,2006
"3773","E",8000,111000,119000,0,119000,2006
"3774","E",28600,3750,32350,0,32350,2006
"3775","E",1394,350,1744,0,1744,2006
"3776","E",175100,1472380,1647480,5000,1652480,2006
"3777","E",0,0,0,6750,6750,2006
"3778","E",56461,5300,61761,0,61761,2006
"3779","E",21862,240886,262748,753,263501,2006
"3780","E",25000,41080,66080,0,66080,2006
"3781","E",0,356,356,11521,11877,2006
"3782","T",39900,157655,197555,0,197555,2006
"3783","E",11970,0,11970,0,11970,2006
"3784","E",6800,250486,257286,0,257286,2006
"3785","E",27500,2655,30155,339,30494,2006
"3786","E",28000,3750,31750,0,31750,2006
"3787","E",1000,500,1500,0,1500,2006
"3788","T",0,11,11,0,NA,2006
"3789","E",26819,14500,41319,79,41398,2006
"3790","T",5295,0,5295,0,5295,2006
"3791","E",7000,11264,18264,79,18343,2006
"3792","E",3600,175,3775,3000,6775,2006
"3793","E",0,6,6,0,NA,2006
"3794","T",4000,3000,7000,0,7000,2006
"3795","E",2000,0,2000,0,2000,2006
"3796","E",5500,0,5500,79,5579,2006
"3797","E",4500,0,4500,0,4500,2006
"3798","E",1000,90,1090,0,1090,2006
"3799","E",22000,2450,24450,0,24450,2006
"3800","E",4182,0,4182,0,4182,2006
"3801","E",2800,7000,9800,1100,10900,2006
"3802","E",2690,0,2690,634,3324,2006
"3803","E",5934,9900,15834,0,15834,2006
"3804","T",31000,2933,33933,0,33933,2006
"3805","E",8000,0,8000,0,8000,2006
"3806","E",4500,0,4500,0,4500,2006
"3807","T",0,0,0,100,100,2006
"3808","E",8000,408,8408,8358,16766,2006
"3809","T",0,7543,7543,0,7543,2006
"3810","E",0,80,80,7347,7427,2006
"3811","E",600,600,1200,79,1279,2006
"3812","E",28000,0,28000,0,28000,2006
"3813","T",168400,1000,169400,0,169400,2006
"3814","E",49000,3325,52325,0,52325,2006
"3815","E",43977,2171,46148,200,46348,2006
"3816","E",2500,0,2500,554,3054,2006
"3817","E",31843,2000,33843,0,33843,2006
"3818","T",2600,720750,723350,0,723350,2006
"3819","E",5000,2427,7427,0,7427,2006
"3820","T",4000,2910,6910,750,7660,2006
"3821","E",12382,0,12382,100,12482,2006
"3822","E",13405,38000,51405,3701,55106,2006
"3823","T",6600,40831,47431,0,47431,2006
"3824","T",23900,17831,41731,400,42131,2006
"3825","E",12000,2077,14077,0,14077,2006
"3826","T",5325,237,5562,800,6362,2006
"3827","E",4000,350,4350,38752,43102,2006
"3828","E",61972,0,61972,0,61972,2006
"3829","E",17800,0,17800,2600,20400,2006
"3830","T",140777,31132,171909,0,171909,2006
"3831","E",0,60848,60848,0,60848,2006
"3832","E",16178,13907,30085,0,30085,2006
"3833","E",1801,0,1801,300,2101,2006
"3834","E",0,3650,3650,0,3650,2006
"3835","T",49227,8418,57645,935,58580,2006
"3836","E",18600,0,18600,0,18600,2006
"3837","T",33800,0,33800,0,33800,2006
"3838","T",60305,1000,61305,800,62105,2006
"3839","T",10700,0,10700,0,10700,2006
"3840","E",39106,3171,42277,0,42277,2006
"3841","E",5056,0,5056,100,5156,2006
"3842","E",7726,182315,190041,800,190841,2006
"3843","E",45031,35907,80938,0,80938,2006
"3844","T",5222,29407,34629,0,34629,2006
"3845","T",263000,11000,274000,8242,282242,2006
"3846","E",26000,18686,44686,0,44686,2006
"3847","T",2000,36000,38000,0,38000,2006
"3848","E",26330,0,26330,6500,32830,2006
"3849","E",47887,0,47887,0,47887,2006
"3850","E",65029,0,65029,5500,70529,2006
"3851","T",7737,0,7737,0,7737,2006
"3852","T",24957,0,24957,0,24957,2006
"3853","T",44500,4040,48540,0,48540,2006
"3854","E",18485,29000,47485,0,47485,2006
"3855","E",75000,0,75000,0,75000,2006
"3856","E",5869,0,5869,600,6469,2006
"3857","E",1582,0,1582,0,1582,2006
"3858","T",14200,36685,50885,1202,52087,2006
"3859","T",14000,46000,60000,0,60000,2006
"3860","E",97075,0,97075,20000,117075,2006
"3861","T",88037,56,88093,1000,89093,2006
"3862","T",0,23836,23836,0,23836,2006
"3863","E",0,416,416,3000,3416,2006
"3864","E",8400,82791,91191,2000,93191,2006
"3865","E",49924,1000,50924,1000,51924,2006
"3866","T",9698,9230,18928,0,18928,2006
"3867","E",17799,25650,43449,11108,54557,2006
"3868","E",3500,0,3500,0,3500,2006
"3869","T",5295,1000,6295,0,6295,2006
"3870","E",14405,0,14405,5737,20142,2006
"3871","E",600,0,600,3825,4425,2006
"3872","E",3726,0,3726,0,3726,2006
"3873","E",16070,0,16070,0,16070,2006
"3874","E",18000,69000,87000,1000,88000,2006
"3875","E",8600,0,8600,0,8600,2006
"3876","T",0,2077,2077,0,2077,2006
"3877","E",11000,188150,199150,750,199900,2006
"3878","E",0,2077,2077,0,2077,2006
"3879","E",50422,0,50422,100,50522,2006
"3880","T",12000,591,12591,0,12591,2006
"3881","E",3250,16500,19750,0,19750,2006
"3882","T",0,6920,6920,0,6920,2006
"3883","T",0,5000,5000,0,5000,2006
"3884","E",221000,3760,224760,22790,247550,2006
"3885","E",32500,6000,38500,0,38500,2006
"3886","E",17500,31000,48500,0,48500,2006
"3887","E",1699,9655,11354,0,11354,2006
"3888","E",4475,0,4475,20000,24475,2006
"3889","E",6454,66907,73361,300,73661,2006
"3890","T",3460,2700,6160,0,6160,2006
"3891","E",0,0,0,200,200,2006
"3892","E",61500,0,61500,0,61500,2006
"3893","T",6493,8610,15103,79,15182,2006
"3894","E",11605,0,11605,8583,20188,2006
"3895","E",9556,0,9556,5255,14811,2006
"3896","E",600,46200,46800,6411,53211,2006
"3897","E",2500,0,2500,79,2579,2006
"3898","E",8125,110516,118641,554,119195,2006
"3899","E",1625,0,1625,987,2612,2006
"3900","E",8125,107852,115977,987,116964,2006
"3901","E",500,0,500,79,579,2006
"3902","E",500,45862,46362,79,46441,2006
"3903","E",8725,0,8725,5669,14394,2006
"3904","E",9925,0,9925,554,10479,2006
"3905","E",8225,0,8225,1448,9673,2006
"3906","E",3500,1000,4500,4594,9094,2006
"3907","E",500,3000,3500,0,3500,2006
"3908","E",3665,0,3665,1646,5311,2006
"3909","E",19387,5123,24510,4594,29104,2006
"3910","E",5500,0,5500,79,5579,2006
"3911","E",16152,4623,20775,79,20854,2006
"3912","E",20587,5123,25710,4594,30304,2006
"3913","E",23312,5000,28312,3701,32013,2006
"3914","E",6393,4059,10452,79,10531,2006
"3915","E",500,0,500,987,1487,2006
"3916","T",18970,0,18970,0,18970,2006
"3917","E",2788,0,2788,0,2788,2006
"3918","E",0,7375,7375,500,7875,2006
"3919","E",11806,6000,17806,2554,20360,2006
"3920","E",25500,800,26300,0,26300,2006
"3921","T",2300,1080,3380,300,3680,2006
"3922","E",1200,0,1200,0,1200,2006
"3923","E",11152,4500,15652,1646,17298,2006
"3924","E",1800,15000,16800,554,17354,2006
"3925","E",15000,0,15000,0,15000,2006
"3926","E",10193,232190,242383,0,242383,2006
"3927","E",7000,0,7000,0,7000,2006
"3928","E",4500,0,4500,0,4500,2006
"3929","E",500,0,500,0,500,2006
"3930","E",7000,4623,11623,753,12376,2006
"3931","E",1200,0,1200,0,1200,2006
"3932","E",1200,0,1200,0,1200,2006
"3933","E",500,45862,46362,79,46441,2006
"3934","E",1200,0,1200,0,1200,2006
"3935","E",1200,0,1200,0,1200,2006
"3936","E",1200,0,1200,0,1200,2006
"3937","E",1200,0,1200,0,1200,2006
"3938","E",21562,4623,26185,0,26185,2006
"3939","E",4000,0,4000,500,4500,2006
"3940","E",0,88902,88902,0,88902,2006
"3941","E",4000,0,4000,500,4500,2006
"3942","E",6393,7257,13650,753,14403,2006
"3943","E",600,45862,46462,987,47449,2006
"3944","E",56500,30666,87166,0,87166,2006
"3945","E",11200,416,11616,500,12116,2006
"3946","E",239641,830790,1070431,38460,1108891,2007
"3947","E",427763,229702,657465,0,657465,2007
"3948","E",1192778,4859885,6052663,238456,6291119,2007
"3949","E",18000,287632,305632,31500,337132,2007
"3950","E",900,170000,170900,0,170900,2007
"3951","T",49500,73201,122701,0,122701,2007
"3952","E",2000,48482,50482,1200,51682,2007
"3953","E",113000,18070,131070,2900,133970,2007
"3954","E",32896,21500,54396,13061,67457,2007
"3955","SAT",13000,61065,74065,53000,127065,2007
"3956","EXPN",0,853700,853700,0,853700,2007
"3957","T",476928,2564902,3041830,1733026,4774856,2007
"3958","DM",0,281570,281570,0,281570,2007
"3959","T",255000,1381360,1636360,126622,1762982,2007
"3960","E",148015,29711,177726,28051,205777,2007
"3961","E",116982,27460,144442,8000,152442,2007
"3962","E",158000,4923,162923,0,162923,2007
"3963","EXPN",1477585,685689,2163274,343599,2506873,2007
"3964","E",2000,584108,586108,290655,876763,2007
"3965","E",1107100,2949646,4056746,0,4056746,2007
"3966","E",32730,351975,384705,0,384705,2007
"3967","E",32731,13022,45753,0,45753,2007
"3968","E",46566,332742,379308,0,379308,2007
"3969","E",36516,27742,64258,0,64258,2007
"3970","E",32107,55050,87157,10000,97157,2007
"3971","E",41000,5280,46280,2500,48780,2007
"3972","E",0,100,100,0,100,2007
"3973","E",19000,45111,64111,0,64111,2007
"3974","E",130256,538666,668922,0,668922,2007
"3975","E",30533,500,31033,0,31033,2007
"3976","E",200435,31569,232004,0,232004,2007
"3977","E",23230,41620,64850,0,64850,2007
"3978","E",24568,757000,781568,0,781568,2007
"3979","T",561502,2128386,2689888,624678,3314566,2007
"3980","E",1793100,2695379,4488479,10218688,14707167,2007
"3981","E",49000,23000,72000,0,72000,2007
"3982","E",336945,3500,340445,0,340445,2007
"3983","E",42000,11727,53727,0,53727,2007
"3984","E",86500,62010,148510,0,148510,2007
"3985","E",17500,53890,71390,0,71390,2007
"3986","E",33248,9569,42817,0,42817,2007
"3987","E",124000,34435,158435,29293,187728,2007
"3988","T",179273,446207,625480,4221,629701,2007
"3989","E",149572,102065,251637,0,251637,2007
"3990","T",32000,42252,74252,0,74252,2007
"3991","E",47000,48330,95330,0,95330,2007
