"","Status","FWS.Total","Other.Fed","Fed.Total","States.Total","Species.Total","Year"
"3992","E",160007,7780,167787,53500,221287,2007
"3993","T",322000,30317,352317,0,352317,2007
"3994","EXPN",4702,635691,640393,0,640393,2007
"3995","T",253158,64499,317657,0,317657,2007
"3996","E",717500,797645,1515145,3273728,4788873,2007
"3997","T",110243,255280,365523,103000,468523,2007
"3998","E",1000,1047207,1048207,225000,1273207,2007
"3999","E",7861,2517,10378,811,11189,2007
"4000","E",135500,40100,175600,0,175600,2007
"4001","E",196726,11136,207862,99600,307462,2007
"4002","E",118700,240740,359440,0,359440,2007
"4003","E",20000,25287,45287,0,45287,2007
"4004","T",2300,5776194,5778494,5000,5783494,2007
"4005","E",11300,53213988,53225288,7500,53232788,2007
"4006","E",222800,2849361,3072161,0,3072161,2007
"4007","E",351875,203476,555351,0,555351,2007
"4008","E",550976,31140,582116,0,582116,2007
"4009","E",1000,0,1000,0,1000,2007
"4010","E",33800,28700,62500,8500,71000,2007
"4011","E",3000,48676,51676,8000,59676,2007
"4012","EXPN",226500,0,226500,63000,289500,2007
"4013","E",137000,94100,231100,15000,246100,2007
"4014","T",296779,39487,336266,60238,396504,2007
"4015","E",88974,75000,163974,11833,175807,2007
"4016","E",62956,8200,71156,0,71156,2007
"4017","E",0,2000,2000,0,2000,2007
"4018","E",0,7100,7100,0,7100,2007
"4019","E",0,265613,265613,0,265613,2007
"4020","E",0,2165840,2165840,0,2165840,2007
"4021","E",0,111220,111220,500,111720,2007
"4022","E",0,1500,1500,0,1500,2007
"4023","E",0,4212468,4212468,4500,4216968,2007
"4024","E",0,216375,216375,0,216375,2007
"4025","E",1000,16550580,16551580,1134913,17686493,2007
"4026","E",0,109046,109046,2000,111046,2007
"4027","E",7000,115926,122926,0,122926,2007
"4028","EXPN",1236000,445370,1681370,197741,1879111,2007
"4029","E",579963,125481,705444,568073,1273517,2007
"4030","EXPN",0,1429434,1429434,46065,1475499,2007
"4031","DM",0,554995,554995,82500,637495,2007
"4032","DM",186975,732681,919656,25000,944656,2007
"4033","EXPN",933500,1500,935000,1523,936523,2007
"4034","E",505600,2754,508354,0,508354,2007
"4035","E",52000,150891,202891,0,202891,2007
"4036","E",0,600,600,0,600,2007
"4037","E",103500,7812,111312,0,111312,2007
"4038","E",13400,2812,16212,0,16212,2007
"4039","E",27100,2812,29912,0,29912,2007
"4040","E",95500,9112,104612,0,104612,2007
"4041","E",269000,220801,489801,0,489801,2007
"4042","E",158500,0,158500,59849,218349,2007
"4043","E",91000,1000,92000,750,92750,2007
"4044","T",90000,186401,276401,0,276401,2007
"4045","EXPN",0,52200,52200,10000,62200,2007
"4046","E",1246681,344776,1591457,325000,1916457,2007
"4047","E",744200,117922,862122,0,862122,2007
"4048","E",425000,2400,427400,700,428100,2007
"4049","EXPN",501600,829173,1330773,651,1331424,2007
"4050","E",215000,843532,1058532,13500,1072032,2007
"4051","EXPN",218706,20950,239656,253621,493277,2007
"4052","E",95500,6300,101800,0,101800,2007
"4053","E",1182,0,1182,0,1182,2007
"4054","E",800,0,800,0,800,2007
"4055","E",746100,3635,749735,0,749735,2007
"4056","E",296800,376077,672877,0,672877,2007
"4057","E",500,0,500,0,500,2007
"4058","E",2000,4558,6558,2304,8862,2007
"4059","E",660700,199946,860646,0,860646,2007
"4060","E",369000,67200,436200,0,436200,2007
"4061","DM",1268404,7210744,8479148,977170,9456318,2007
"4062","T",274000,105750,379750,0,379750,2007
"4063","T",613000,319979,932979,8064,941043,2007
"4064","E",17500,245545,263045,0,263045,2007
"4065","E",74000,11100,85100,0,85100,2007
"4066","EXPN",298000,1020100,1318100,2200,1320300,2007
"4067","E",4000,300,4300,0,4300,2007
"4068","E",2500,0,2500,0,2500,2007
"4069","E",2039565,9674463,11714028,281936,11995964,2007
"4070","T",2173963,139058,2313021,0,2313021,2007
"4071","E",667071,447502,1114573,0,1114573,2007
"4072","E",129000,17813,146813,0,146813,2007
"4073","E",7500,0,7500,0,7500,2007
"4074","E",7500,0,7500,0,7500,2007
"4075","E",78100,0,78100,0,78100,2007
"4076","T",555500,1458760,2014260,161383,2175643,2007
"4077","E",75500,22650,98150,0,98150,2007
"4078","E",431000,608020,1039020,1655,1040675,2007
"4079","E",60600,107000,167600,0,167600,2007
"4080","E",44500,0,44500,0,44500,2007
"4081","E",688200,100968,789168,0,789168,2007
"4082","E",14000,2877,16877,0,16877,2007
"4083","T",1073271,1829056,2902327,390301,3292628,2007
"4084","E",30500,0,30500,0,30500,2007
"4085","E",71300,2812,74112,0,74112,2007
"4086","T",187379,3119226,3306605,115000,3421605,2007
"4087","T",2562063,6727782,9289845,221159,9511004,2007
"4088","E",100700,270915,371615,0,371615,2007
"4089","E",1432000,120000,1552000,278646,1830646,2007
"4090","E",91500,0,91500,0,91500,2007
"4091","E",594227,72202,666429,6684,673113,2007
"4092","E",197300,114840,312140,0,312140,2007
"4093","E",14000,0,14000,0,14000,2007
"4094","E",431167,153112,584279,55438,639717,2007
"4095","T",748302,11771466,12519768,456801,12976569,2007
"4096","T",897101,1855361,2752462,20150,2772612,2007
"4097","E",46000,2812,48812,0,48812,2007
"4098","E",920000,900,920900,103000,1023900,2007
"4099","E",302350,117985,420335,0,420335,2007
"4100","E",195600,283063,478663,0,478663,2007
"4101","EXPN",4000,0,4000,0,4000,2007
"4102","E",69458,97337,166795,0,166795,2007
"4103","E",42500,1584400,1626900,50000,1676900,2007
"4104","T",577102,0,577102,0,577102,2007
"4105","E",17038,2388542,2405580,0,2405580,2007
"4106","E",275000,1233810,1508810,0,1508810,2007
"4107","E",216000,333142,549142,61963,611105,2007
"4108","T",0,126822,126822,0,126822,2007
"4109","E",763200,166721,929921,0,929921,2007
"4110","E",433000,1159302,1592302,30070,1622372,2007
"4111","E",3600,321448,325048,0,325048,2007
"4112","E",206635,807520,1014155,0,1014155,2007
"4113","E",379679,11594580,11974259,91859,12066118,2007
"4114","E",42863,193647,236510,52195,288705,2007
"4115","T",9000,13751,22751,200,22951,2007
"4116","E",27100,0,27100,0,27100,2007
"4117","E",1182,0,1182,0,1182,2007
"4118","E",304282,1100,305382,0,305382,2007
"4119","T",13180,2600,15780,0,15780,2007
"4120","E",37763,931959,969722,5900,975622,2007
"4121","E",1928117,321074,2249191,0,2249191,2007
"4122","E",0,1500,1500,1523,3023,2007
"4123","E",157000,1029652,1186652,73700,1260352,2007
"4124","E",189700,615393,805093,185500,990593,2007
"4125","E",78500,0,78500,0,78500,2007
"4126","E",600,0,600,0,600,2007
"4127","E",99149,4235,103384,0,103384,2007
"4128","E",1367400,227714,1595114,100395,1695509,2007
"4129","E",3264341,13834395,17098736,816655,17915391,2007
"4130","E",27482,0,27482,0,27482,2007
"4131","E",30700,2812,33512,0,33512,2007
"4132","SAT",131644,218184,349828,52523,402351,2007
"4133","E",12500,0,12500,0,12500,2007
"4134","T",11500,0,11500,0,11500,2007
"4135","E",37500,0,37500,0,37500,2007
"4136","E",5000,0,5000,0,5000,2007
"4137","T",21500,85339,106839,18319,125158,2007
"4138","E",1500,0,1500,0,1500,2007
"4139","T",8500,0,8500,35690,44190,2007
"4140","E",90856,32000,122856,0,122856,2007
"4141","T",1579617,13569,1593186,0,1593186,2007
"4142","T",2627,17069,19696,0,19696,2007
"4143","E",10500,55500,66000,0,66000,2007
"4144","E",25600,1432,27032,7000,34032,2007
"4145","T",4000,19150,23150,4500,27650,2007
"4146","E",447286,357474,804760,319378,1124138,2007
"4147","T",333921,2739279,3073200,1508,3074708,2007
"4148","E",683363,1037286,1720649,353986,2074635,2007
"4149","E",488500,2809357,3297857,329786,3627643,2007
"4150","E",727000,5841182,6568182,332786,6900968,2007
"4151","T",743603,5335470,6079073,398893,6477966,2007
"4152","T",23000,546508,569508,0,569508,2007
"4153","E",10000,15307,25307,0,25307,2007
"4154","T",33000,1708,34708,0,34708,2007
"4155","T",63500,135215,198715,0,198715,2007
"4156","T",5100,0,5100,0,5100,2007
"4157","T",4500,3020,7520,0,7520,2007
"4158","T",225300,0,225300,600,225900,2007
"4159","T",225000,1037175,1262175,29000,1291175,2007
"4160","T",1137343,996819,2134162,0,2134162,2007
"4161","E",41000,66603,107603,0,107603,2007
"4162","SAT",0,253768,253768,50000,303768,2007
"4163","T",1352944,10006061,11359005,7500,11366505,2007
"4164","T",43000,3019826,3062826,15220,3078046,2007
"4165","E",70700,3100,73800,600,74400,2007
"4166","SAT",12500,73550,86050,98135,184185,2007
"4167","T",341150,647995,989145,78693,1067838,2007
"4168","T",9000,0,9000,0,9000,2007
"4169","T",14000,1225,15225,5000,20225,2007
"4170","T",31000,7500,38500,800,39300,2007
"4171","T",19500,11088,30588,34000,64588,2007
"4172","T",33500,98775,132275,0,132275,2007
"4173","T",11000,0,11000,0,11000,2007
"4174","T",1646486,2011183,3657669,0,3657669,2007
"4175","T",252700,309811,562511,71000,633511,2007
"4176","E",50000,14500,64500,17000,81500,2007
"4177","E",25159,341416,366575,0,366575,2007
"4178","T",120000,2457,122457,0,122457,2007
"4179","E",60000,331600,391600,12700,404300,2007
"4180","E",332706,3000,335706,0,335706,2007
"4181","T",1007045,837868,1844913,0,1844913,2007
"4182","E",82893,0,82893,0,82893,2007
"4183","T",13587,9000,22587,2367,24954,2007
"4184","E",10000,0,10000,0,10000,2007
"4185","T",73000,201034,274034,30984,305018,2007
"4186","T",13500,1500,15000,73000,88000,2007
"4187","T",88000,6239,94239,6100,100339,2007
"4188","E",515511,665,516176,0,516176,2007
"4189","E",421,43500,43921,800,44721,2007
"4190","E",24000,30100,54100,15000,69100,2007
"4191","E",64000,4039,68039,36700,104739,2007
"4192","E",1915917,686040,2601957,0,2601957,2007
"4193","E",221146,5610,226756,69500,296256,2007
"4194","T",10500,0,10500,15386,25886,2007
"4195","E",64155,3930,68085,56,68141,2007
"4196","T",60000,1100,61100,8000,69100,2007
"4197","E",9000,0,9000,0,9000,2007
"4198","T",88500,8424,96924,79500,176424,2007
"4199","E",770872,3836923,4607795,190845,4798640,2007
"4200","E",14382,9000,23382,1200,24582,2007
"4201","T",53000,0,53000,7500,60500,2007
"4202","E",25000,30100,55100,7500,62600,2007
"4203","E",471944,5429420,5901364,457845,6359209,2007
"4204","T",10000,6000,16000,8000,24000,2007
"4205","E",212168,94000,306168,0,306168,2007
"4206","E",160182,177380,337562,0,337562,2007
"4207","E",5935,25500,31435,0,31435,2007
"4208","E",62150,0,62150,1000,63150,2007
"4209","T",28921,0,28921,500,29421,2007
"4210","T",2000,12100,14100,20000,34100,2007
"4211","EXPN",1500,0,1500,0,1500,2007
"4212","T",117241,55729,172970,13791,186761,2007
"4213","EXPN",100,0,100,0,100,2007
"4214","EXPN",22200,0,22200,0,22200,2007
"4215","E",435726,63711,499437,262500,761937,2007
"4216","E",47500,1600,49100,15000,64100,2007
"4217","E",150700,858645,1009345,0,1009345,2007
"4218","E",431177,3138,434315,2500,436815,2007
"4219","T",86421,41835,128256,0,128256,2007
"4220","E",24077,0,24077,0,24077,2007
"4221","T",47933,9100,57033,2000,59033,2007
"4222","T",36500,9000,45500,8000,53500,2007
"4223","E",10677,14142,24819,0,24819,2007
"4224","E",2953,24530,27483,0,27483,2007
"4225","E",89965,27569,117534,3000,120534,2007
"4226","E",40500,24550,65050,3000,68050,2007
"4227","T",0,1325,1325,500,1825,2007
"4228","E",35500,3300,38800,0,38800,2007
"4229","EXPN",2600,0,2600,0,2600,2007
"4230","E",29400,800,30200,283,30483,2007
"4231","T",547000,24650,571650,2500,574150,2007
"4232","EXPN",4100,0,4100,0,4100,2007
"4233","E",57500,17002,74502,783,75285,2007
"4234","E",524000,21950,545950,2500,548450,2007
"4235","E",337000,5539,342539,0,342539,2007
"4236","T",24000,1200,25200,500,25700,2007
"4237","T",139000,32054,171054,0,171054,2007
"4238","E",3023,0,3023,0,3023,2007
"4239","T",162000,8070,170070,141500,311570,2007
"4240","E",68000,590189,658189,0,658189,2007
"4241","E",23200,0,23200,0,23200,2007
"4242","T",40200,5900,46100,8500,54600,2007
"4243","T",32500,8970,41470,800,42270,2007
"4244","E",18000,0,18000,0,18000,2007
"4245","E",15200,231,15431,8500,23931,2007
"4246","E",19000,5000,24000,0,24000,2007
"4247","E",38000,8800,46800,8000,54800,2007
"4248","E",1000,4629,5629,0,5629,2007
"4249","E",584984,40525,625509,0,625509,2007
"4250","E",20500,7300,27800,800,28600,2007
"4251","E",74550,360603,435153,24000,459153,2007
"4252","T",52233,10576,62809,7100,69909,2007
"4253","EXPN",0,100,100,0,100,2007
"4254","E",8100,0,8100,0,8100,2007
"4255","E",0,100,100,0,100,2007
"4256","E",19800,16067,35867,283,36150,2007
"4257","T",29941,16067,46008,283,46291,2007
"4258","EXPN",700,0,700,0,700,2007
"4259","EXPN",10000,0,10000,3000,13000,2007
"4260","T",195000,0,195000,50000,245000,2007
"4261","T",63000,438000,501000,127500,628500,2007
"4262","E",1439000,8205928,9644928,36000,9680928,2007
"4263","EXPN",0,1727600,1727600,26000,1753600,2007
"4264","E",1605270,3495318,5100588,189845,5290433,2007
"4265","E",27027,13500,40527,3000,43527,2007
"4266","E",62501,3139,65640,2500,68140,2007
"4267","E",220000,4000,224000,1000,225000,2007
"4268","E",59400,196972,256372,55000,311372,2007
"4269","E",207220,171995,379215,4500,383715,2007
"4270","E",64400,0,64400,16800,81200,2007
"4271","E",4246,6000,10246,0,10246,2007
"4272","E",381077,3138,384215,2000,386215,2007
"4273","E",48493,7848563,7897056,0,7897056,2007
"4274","T",0,3736537,3736537,0,3736537,2007
"4275","E",47563,6588912,6636475,0,6636475,2007
"4276","T",369451,36737831,37107282,866347,37973629,2007
"4277","E",45700,26738801,26784501,847587,27632088,2007
"4278","T",21530,6885533,6907063,0,6907063,2007
"4279","T",997237,20749588,21746825,3911456,25658281,2007
"4280","T",224942,29186809,29411751,1705640,31117391,2007
"4281","T",75500,9673730,9749230,85197,9834427,2007
"4282","T",1816068,16497261,18313329,998484,19311813,2007
"4283","T",100700,4833980,4934680,680333,5615013,2007
"4284","T",45700,9138724,9184424,517125,9701549,2007
"4285","E",0,3681807,3681807,0,3681807,2007
"4286","T",1319222,22505468,23824690,0,23824690,2007
"4287","T",162549,9339021,9501570,881170,10382740,2007
"4288","E",45700,19650446,19696146,431118,20127264,2007
"4289","T",47700,4595089,4642789,257864,4900653,2007
"4290","E",100,648860,648960,0,648960,2007
"4291","T",9000,0,9000,0,9000,2007
"4292","T",82320,27962,110282,0,110282,2007
"4293","T",70000,1000,71000,8000,79000,2007
"4294","T",33700,41800,75500,1000,76500,2007
"4295","E",9000,0,9000,0,9000,2007
"4296","E",12500,20957,33457,23881,57338,2007
"4297","E",40000,3850,43850,0,43850,2007
"4298","T",181000,480166,661166,0,661166,2007
"4299","E",275478,231467,506945,59050,565995,2007
"4300","T",9500,120,9620,0,9620,2007
"4301","T",213679,6465190,6678869,0,6678869,2007
"4302","T",72000,442500,514500,130000,644500,2007
"4303","T",36952,19900,56852,3000,59852,2007
"4304","T",115000,5700,120700,15000,135700,2007
"4305","E",57677,0,57677,3000,60677,2007
"4306","E",19902,3400,23302,2000,25302,2007
"4307","T",40977,23509,64486,1000,65486,2007
"4308","E",24902,11400,36302,1000,37302,2007
"4309","T",104700,2618468,2723168,735799,3458967,2007
"4310","T",186849,2961584,3148433,0,3148433,2007
"4311","E",0,2939259,2939259,0,2939259,2007
"4312","T",26280,4479505,4505785,0,4505785,2007
"4313","T",277345,25304288,25581633,3245074,28826707,2007
"4314","T",68000,7818745,7886745,121728,8008473,2007
"4315","T",20182,3863636,3883818,0,3883818,2007
"4316","T",125692,12833975,12959667,641651,13601318,2007
"4317","T",122300,22772846,22895146,628348,23523494,2007
"4318","T",358387,32797795,33156182,399961,33556143,2007
"4319","T",0,2831958,2831958,0,2831958,2007
"4320","E",86288,26255,112543,0,112543,2007
"4321","E",12000,4000,16000,39200,55200,2007
"4322","T",89500,950995,1040495,52000,1092495,2007
"4323","T",0,317257,317257,0,317257,2007
"4324","E",776656,46010429,46787085,224042,47011127,2007
"4325","E",352691,640091,992782,61538,1054320,2007
"4326","E",215648,6863357,7079005,341658,7420663,2007
"4327","E",30000,393015,423015,3e+05,723015,2007
"4328","E",436154,3933315,4369469,29000,4398469,2007
"4329","E",22241,16000,38241,8000,46241,2007
"4330","E",2034241,7148721,9182962,134000,9316962,2007
"4331","T",2401,37275,39676,0,39676,2007
"4332","E",442154,3940915,4383069,29000,4412069,2007
"4333","T",124439,74530,198969,8000,206969,2007
"4334","E",88000,413300,501300,153500,654800,2007
"4335","T",1119420,14000,1133420,250000,1383420,2007
"4336","T",6312879,24023667,30336546,3335412,33671958,2007
"4337","T",699000,68000,767000,97000,864000,2007
"4338","T",6437,87983,94420,170052,264472,2007
"4339","T",1212446,3527039,4739485,135000,4874485,2007
"4340","T",0,22000,22000,0,22000,2007
"4341","T",19800,29000,48800,0,48800,2007
"4342","E",371938,78296,450234,245000,695234,2007
"4343","EXPN",98399,15,98414,8000,106414,2007
"4344","E",12500,3200,15700,0,15700,2007
"4345","T",81400,75115,156515,2500,159015,2007
"4346","EXPN",3500,0,3500,0,3500,2007
"4347","E",80921,44447,125368,20350,145718,2007
"4348","E",94815,12841,107656,1200,108856,2007
"4349","E",15400,0,15400,500,15900,2007
"4350","E",4718,1100,5818,971,6789,2007
"4351","EXPN",0,300,300,0,300,2007
"4352","E",2600,0,2600,0,2600,2007
"4353","EXPN",9000,0,9000,0,9000,2007
"4354","E",13600,1400,15000,0,15000,2007
"4355","E",75600,32682,108282,0,108282,2007
"4356","EXPN",1400,19482,20882,0,20882,2007
"4357","E",3800,0,3800,100,3900,2007
"4358","EXPN",0,900,900,0,900,2007
"4359","E",58018,256767,314785,14305,329090,2007
"4360","E",0,200,200,400,600,2007
"4361","E",5100,38500,43600,400,44000,2007
"4362","E",21100,82600,103700,900,104600,2007
"4363","E",96000,22630,118630,2566,121196,2007
"4364","EXPN",0,0,0,400,400,2007
"4365","E",9000,200,9200,400,9600,2007
"4366","E",13000,2200,15200,0,15200,2007
"4367","E",103000,63800,166800,39950,206750,2007
"4368","E",48100,1235,49335,0,49335,2007
"4369","E",782039,80520,862559,6139,868698,2007
"4370","T",36000,0,36000,0,36000,2007
"4371","T",14200,15700,29900,12260,42160,2007
"4372","E",140500,181780,322280,32580,354860,2007
"4373","E",207800,587814,795614,34958,830572,2007
"4374","E",24300,5000,29300,0,29300,2007
"4375","E",17300,0,17300,0,17300,2007
"4376","EXPN",3500,3750,7250,0,7250,2007
"4377","E",19300,6150,25450,0,25450,2007
"4378","EXPN",178300,0,178300,0,178300,2007
"4379","E",23100,137228,160328,7000,167328,2007
"4380","T",20200,15500,35700,1200,36900,2007
"4381","E",20700,3800,24500,800,25300,2007
"4382","E",64000,18615,82615,3500,86115,2007
"4383","E",33000,6115,39115,1000,40115,2007
"4384","E",91170,200,91370,800,92170,2007
"4385","EXPN",0,300,300,0,300,2007
"4386","E",35021,4225,39246,800,40046,2007
"4387","T",14300,12700,27000,400,27400,2007
"4388","E",115918,144029,259947,37473,297420,2007
"4389","EXPN",0,5000,5000,5075,10075,2007
"4390","E",92805,2305,95110,4033,99143,2007
"4391","EXPN",0,9600,9600,300,9900,2007
"4392","E",74420,47483,121903,20000,141903,2007
"4393","T",163000,228343,391343,6021,397364,2007
"4394","E",58221,5925,64146,2810,66956,2007
"4395","EXPN",4700,0,4700,0,4700,2007
"4396","E",62721,23152,85873,1083,86956,2007
"4397","E",6800,70,6870,0,6870,2007
"4398","E",58621,1770,60391,3017,63408,2007
"4399","EXPN",4700,0,4700,300,5000,2007
"4400","E",128615,32735,161350,12027,173377,2007
"4401","E",4100,100,4200,0,4200,2007
"4402","E",14300,1000,15300,0,15300,2007
"4403","E",36221,20150,56371,1500,57871,2007
"4404","EXPN",0,26500,26500,0,26500,2007
"4405","EXPN",4700,0,4700,0,4700,2007
"4406","E",9000,0,9000,400,9400,2007
"4407","E",37300,30700,68000,1500,69500,2007
"4408","E",65200,25965,91165,3500,94665,2007
"4409","E",59921,94852,154773,2400,157173,2007
"4410","EXPN",4700,0,4700,0,4700,2007
"4411","E",47915,30950,78865,800,79665,2007
"4412","E",20200,23600,43800,1000,44800,2007
"4413","E",64100,202195,266295,3000,269295,2007
"4414","E",127000,183570,310570,30660,341230,2007
"4415","T",20200,7800,28000,1000,29000,2007
"4416","E",30500,20844,51344,3000,54344,2007
"4417","E",65000,20615,85615,4000,89615,2007
"4418","E",21000,0,21000,0,21000,2007
"4419","E",34815,15379,50194,1500,51694,2007
"4420","E",40418,242399,282817,1839,284656,2007
"4421","E",143915,5114,149029,5000,154029,2007
"4422","E",50100,41252,91352,0,91352,2007
"4423","T",47000,68365,115365,500,115865,2007
"4424","E",60195,158741,218936,35396,254332,2007
"4425","E",21700,52280,73980,30970,104950,2007
"4426","E",0,26500,26500,400,26900,2007
"4427","E",72300,68215,140515,0,140515,2007
"4428","E",14800,546470,561270,0,561270,2007
"4429","E",82580,517993,600573,115367,715940,2007
"4430","E",0,300500,300500,0,300500,2007
"4431","E",87484,114115,201599,12000,213599,2007
"4432","E",9000,0,9000,0,9000,2007
"4433","E",46100,18070,64170,2500,66670,2007
"4434","T",15700,0,15700,0,15700,2007
"4435","E",46036,6142,52178,0,52178,2007
"4436","E",9000,0,9000,0,9000,2007
"4437","E",37000,0,37000,0,37000,2007
"4438","EXPN",4700,0,4700,0,4700,2007
"4439","E",11000,5020,16020,0,16020,2007
"4440","T",12200,0,12200,0,12200,2007
"4441","E",15700,0,15700,0,15700,2007
"4442","T",9000,0,9000,0,9000,2007
"4443","T",7500,300,7800,0,7800,2007
"4444","E",9000,0,9000,0,9000,2007
"4445","T",196582,47963,244545,0,244545,2007
"4446","T",6000,0,6000,10000,16000,2007
"4447","T",10305,0,10305,26731,37036,2007
"4448","E",56000,0,56000,2000,58000,2007
"4449","E",117529,1000,118529,0,118529,2007
"4450","T",28800,0,28800,0,28800,2007
"4451","T",1800,0,1800,0,1800,2007
"4452","T",15000,0,15000,0,15000,2007
"4453","E",500,1600,2100,2600,4700,2007
"4454","E",26827,115463,142290,0,142290,2007
"4455","T",9000,0,9000,0,9000,2007
"4456","E",9000,6000,15000,4700,19700,2007
"4457","E",101821,143081,244902,0,244902,2007
"4458","E",18410,0,18410,500,18910,2007
"4459","E*",116900,698101,815001,0,815001,2007
"4460","E",500,0,500,0,500,2007
"4461","E",37195,4000,41195,50,41245,2007
"4462","DO",763,52449,53212,0,53212,2007
"4463","E",1000,1600,2600,250,2850,2007
"4464","E",1000,1600,2600,250,2850,2007
"4465","E",500,0,500,500,1000,2007
"4466","E",326684,552102,878786,54744,933530,2007
"4467","E",4000,240,4240,0,4240,2007
"4468","E",10000,3959,13959,5700,19659,2007
"4469","E",21000,3959,24959,13400,38359,2007
"4470","T",1400,1300000,1301400,0,1301400,2007
"4471","E",4000,240,4240,5200,9440,2007
"4472","E",29000,0,29000,100,29100,2007
"4473","E",9000,240,9240,5100,14340,2007
"4474","E",3171,0,3171,0,3171,2007
"4475","E",9000,240,9240,5100,14340,2007
"4476","T",246262,6530665,6776927,0,6776927,2007
"4477","T",41295,0,41295,0,41295,2007
"4478","E",27900,4500,32400,0,32400,2007
"4479","E",106854,150000,256854,0,256854,2007
"4480","E",318300,29960,348260,0,348260,2007
"4481","E",374000,357542,731542,276690,1008232,2007
"4482","E",107649,165600,273249,0,273249,2007
"4483","E",4000,0,4000,0,4000,2007
"4484","E",7200,310000,317200,0,317200,2007
"4485","E",36521,4300,40821,25836,66657,2007
"4486","E",0,1000,1000,0,1000,2007
"4487","T",230000,31336,261336,8000,269336,2007
"4488","E",95654,171000,266654,0,266654,2007
"4489","E",349827,51395,401222,0,401222,2007
"4490","E",375,129909,130284,508,130792,2007
"4491","E",5200,0,5200,0,5200,2007
"4492","E",49000,1904,50904,0,50904,2007
"4493","E",111073,0,111073,0,111073,2007
"4494","E",2219,20915,23134,0,23134,2007
"4495","E",245800,24601,270401,17100,287501,2007
"4496","E",34393,0,34393,0,34393,2007
"4497","E",10883,0,10883,0,10883,2007
"4498","E",4500,100080,104580,5100,109680,2007
"4499","E",4500,100080,104580,5100,109680,2007
"4500","E",67100,5000,72100,0,72100,2007
"4501","T",23256,20000,43256,0,43256,2007
"4502","T",33800,0,33800,0,33800,2007
"4503","E",13367,0,13367,0,13367,2007
"4504","E",13367,0,13367,0,13367,2007
"4505","E",13367,0,13367,0,13367,2007
"4506","E",13367,0,13367,0,13367,2007
"4507","E",13367,0,13367,0,13367,2007
"4508","T",13367,0,13367,0,13367,2007
"4509","E",13367,0,13367,0,13367,2007
"4510","E",13367,0,13367,0,13367,2007
"4511","E",13367,0,13367,0,13367,2007
"4512","E",13367,0,13367,0,13367,2007
"4513","E",13367,0,13367,0,13367,2007
"4514","E",13367,0,13367,0,13367,2007
"4515","E",23686,95500,119186,0,119186,2007
"4516","E",873210,140,873350,0,873350,2007
"4517","T",3647,500,4147,0,4147,2007
"4518","T",60670,4801,65471,3500,68971,2007
"4519","E",5671,0,5671,0,5671,2007
