"","Status","FWS.Total","Other.Fed","Fed.Total","States.Total","Species.Total","Year"
"5663","E",6500,731,7231,0,7231,2014
"5664","T",25000,121400,146400,0,146400,2014
"5665","E",54500,2100,56600,0,56600,2014
"5666","E",54500,2200,56700,0,56700,2014
"5667","E",413404,278758,692162,7400,699562,2014
"5668","EXPN",199460,0,199460,0,199460,2014
"5669","T",21000,5600,26600,3800,30400,2014
"5670","T",1059650,10901149,11960799,0,11960799,2014
"5671","E",19500,744595,764095,235500,999595,2014
"5672","T",44568,2800,47368,1800,49168,2014
"5673","T",12000,41063,53063,14500,67563,2014
"5674","E",164884,3900,168784,3950,172734,2014
"5675","E",38364,4540,42904,2800,45704,2014
"5676","T",28704,2220,30924,14500,45424,2014
"5677","E",32568,10200,42768,1900,44668,2014
"5678","T",11000,7747946,7758946,0,7758946,2014
"5679","T",711667,50641095,51352762,825550,52178312,2014
"5680","T",0,5417820,5417820,0,5417820,2014
"5681","T",92500,14350265,14442765,1365544,15808309,2014
"5682","T",0,3986794,3986794,0,3986794,2014
"5683","E",0,4306389,4306389,0,4306389,2014
"5684","T",252500,30819165,31071665,612078,31683743,2014
"5685","T",11500,8210113,8221613,207397,8429010,2014
"5686","T",804100,46697307,47501407,1011480,48512887,2014
"5687","T",0,5127780,5127780,0,5127780,2014
"5688","T",17500,7595061,7612561,1708755,9321316,2014
"5689","EXPN",0,25000,25000,28800,53800,2014
"5690","E",41359,47734,89093,0,89093,2014
"5691","E",38500,4034,42534,21000,63534,2014
"5692","T",0,2522515,2522515,0,2522515,2014
"5693","E",0,193398,193398,500,193898,2014
"5694","E",0,226370,226370,275000,501370,2014
"5695","E",0,228081,228081,7334,235415,2014
"5696","E",0,181191,181191,0,181191,2014
"5697","T",2806,1615408,1618214,32440,1650654,2014
"5698","T",218000,3315954,3533954,21000,3554954,2014
"5699","E",4490579,64247983,68738562,40013,68778575,2014
"5700","E",40500,2576433,2616933,19000,2635933,2014
"5701","SAT",0,63000,63000,0,63000,2014
"5702","E",484592,10012235,10496827,47247,10544074,2014
"5703","E",184286,500900,685186,421000,1106186,2014
"5704","E",1393495,1367192,2760687,6007,2766694,2014
"5705","E",73423,100,73523,7918,81441,2014
"5706","E",961315,8024152,8985467,554299,9539766,2014
"5707","T",195088,274590,469678,0,469678,2014
"5708","E",2061624,1394042,3455666,6007,3461673,2014
"5709","T",178373,179087,357460,8426,365886,2014
"5710","E",8000,400,8400,4300,12700,2014
"5711","T",8000,0,8000,0,8000,2014
"5712","E",115000,748365,863365,300500,1163865,2014
"5713","T",7000,14680,21680,24000,45680,2014
"5714","T",11926666,21045817,32972483,2222255,35194738,2014
"5715","EXPN",0,0,0,6000,6000,2014
"5716","T",16000,500,16500,32000,48500,2014
"5717","T",140482,375093,515575,76893,592468,2014
"5718","T",2337051,2209202,4546253,93220,4639473,2014
"5719","T",64207,0,64207,0,64207,2014
"5720","T",434976,0,434976,0,434976,2014
"5721","E",42056,63333,105389,0,105389,2014
"5722","E",225000,111200,336200,413100,749300,2014
"5723","EXPN",4000,63900,67900,14500,82400,2014
"5724","E",5500,2248,7748,0,7748,2014
"5725","T",44000,90226,134226,0,134226,2014
"5726","E",2000,28100,30100,0,30100,2014
"5727","E",49500,87735,137235,8013,145248,2014
"5728","E",60700,5097,65797,0,65797,2014
"5729","E",20200,77918,98118,0,98118,2014
"5730","E",100,0,100,0,100,2014
"5731","E",9607,3912,13519,0,13519,2014
"5732","EXPN",300,0,300,0,300,2014
"5733","E",100,1200,1300,0,1300,2014
"5734","E",800,150,950,0,950,2014
"5735","E",1400,1241,2641,0,2641,2014
"5736","E",75900,282018,357918,14480,372398,2014
"5737","EXPN",34000,0,34000,20700,54700,2014
"5738","E",100,0,100,0,100,2014
"5739","E",12500,1549,14049,0,14049,2014
"5740","E",19500,771,20271,0,20271,2014
"5741","E",36200,32850,69050,0,69050,2014
"5742","EXPN",0,2478,2478,6000,8478,2014
"5743","E",4500,443,4943,0,4943,2014
"5744","E",5500,824,6324,0,6324,2014
"5745","E",2000,27355,29355,0,29355,2014
"5746","E",30000,33200,63200,19454,82654,2014
"5747","E",56500,9591,66091,10000,76091,2014
"5748","E",80100,40496,120596,6040,126636,2014
"5749","T",40500,151782,192282,2400,194682,2014
"5750","T",13500,8389,21889,0,21889,2014
"5751","E",467500,54460,521960,14349,536309,2014
"5752","E",277600,331837,609437,19100,628537,2014
"5753","E",21500,6569,28069,0,28069,2014
"5754","E",8500,47561,56061,0,56061,2014
"5755","E",16000,1091,17091,0,17091,2014
"5756","E",9500,0,9500,0,9500,2014
"5757","EXPN",0,122478,122478,0,122478,2014
"5758","E",8500,953,9453,0,9453,2014
"5759","E",239311,123111,362422,0,362422,2014
"5760","EXPN",0,200,200,4100,4300,2014
"5761","T",16500,27477,43977,0,43977,2014
"5762","E",10000,547,10547,0,10547,2014
"5763","E",26500,35914,62414,0,62414,2014
"5764","E",6500,35944,42444,0,42444,2014
"5765","E",20700,150,20850,0,20850,2014
"5766","E",23700,135500,159200,0,159200,2014
"5767","EXPN",2500,0,2500,0,2500,2014
"5768","E",28495,153341,181836,2250,184086,2014
"5769","T",6000,409,6409,100,6509,2014
"5770","E",149424,386052,535476,25520,560996,2014
"5771","E",49200,3209,52409,0,52409,2014
"5772","EXPN",4000,0,4000,0,4000,2014
"5773","E",33792,48662,82454,2000,84454,2014
"5774","E",96807,187371,284178,11055,295233,2014
"5775","E",103309,893720,997029,5943,1002972,2014
"5776","E",100,2309,2409,0,2409,2014
"5777","T",121500,18156,139656,400,140056,2014
"5778","E",28200,135500,163700,0,163700,2014
"5779","EXPN",4000,0,4000,0,4000,2014
"5780","E",21000,136650,157650,0,157650,2014
"5781","E",900,3357,4257,0,4257,2014
"5782","E",30700,7728,38428,0,38428,2014
"5783","EXPN",4000,0,4000,0,4000,2014
"5784","E",34500,9607,44107,3013,47120,2014
"5785","E",12000,3955,15955,0,15955,2014
"5786","E",206500,4781,211281,0,211281,2014
"5787","E",4500,0,4500,0,4500,2014
"5788","E",20700,137597,158297,0,158297,2014
"5789","E",100,0,100,0,100,2014
"5790","T",4500,92782,97282,0,97282,2014
"5791","E",6000,547,6547,0,6547,2014
"5792","E",4500,299,4799,0,4799,2014
"5793","T",2000,48401,50401,0,50401,2014
"5794","E",38000,72712,110712,0,110712,2014
"5795","E",40800,19643,60443,5000,65443,2014
"5796","EXPN",0,9984,9984,0,9984,2014
"5797","E",19700,142859,162559,0,162559,2014
"5798","E",8000,747,8747,0,8747,2014
"5799","T",2000,20746,22746,0,22746,2014
"5800","E",35800,13611,49411,1000,50411,2014
"5801","E",63300,99991,163291,10020,173311,2014
"5802","T",12000,824,12824,0,12824,2014
"5803","E",19218,40543,59761,1500,61261,2014
"5804","E",37500,42700,80200,0,80200,2014
"5805","E",35500,2700,38200,0,38200,2014
"5806","E",28500,7250,35750,6000,41750,2014
"5807","EXPN",12500,0,12500,0,12500,2014
"5808","T",79999,183357,263356,2350,265706,2014
"5809","E",18700,4718,23418,0,23418,2014
"5810","E",67700,328562,396262,9080,405342,2014
"5811","E",32500,3023,35523,4000,39523,2014
"5812","E",26800,8971,35771,2200,37971,2014
"5813","T",2000,28611,30611,0,30611,2014
"5814","T",12500,116223,128723,0,128723,2014
"5815","E",101497,115561,217058,10100,227158,2014
"5816","E",7000,2750,9750,0,9750,2014
"5817","E",168500,4510,173010,53587,226597,2014
"5818","E",39500,14800,54300,19782,74082,2014
"5819","E",800,0,800,0,800,2014
"5820","E",44000,92530,136530,0,136530,2014
"5821","E",5800,49584,55384,1000,56384,2014
"5822","E",128157,142338,270495,63723,334218,2014
"5823","E",0,1666933,1666933,0,1666933,2014
"5824","E",0,749899,749899,0,749899,2014
"5825","E",800,400,1200,22500,23700,2014
"5826","E",1000,0,1000,0,1000,2014
"5827","E",9688,6750,16438,0,16438,2014
"5828","T",7000,100,7100,0,7100,2014
"5829","T",1500,0,1500,0,1500,2014
"5830","E",2500,100,2600,0,2600,2014
"5831","E",79494,22048,101542,0,101542,2014
"5832","E",1500,100,1600,0,1600,2014
"5833","E",6000,0,6000,0,6000,2014
"5834","E",1500,100,1600,0,1600,2014
"5835","E",7500,0,7500,0,7500,2014
"5836","EXPN",4000,0,4000,0,4000,2014
"5837","E",2000,100,2100,0,2100,2014
"5838","T",7000,100,7100,0,7100,2014
"5839","E",7000,0,7000,0,7000,2014
"5840","T",1500,0,1500,0,1500,2014
"5841","E",1000,381,1381,0,1381,2014
"5842","T",180448,59204,239652,0,239652,2014
"5843","T",10756,936,11692,0,11692,2014
"5844","T",2500,0,2500,1875,4375,2014
"5845","E",34700,0,34700,500,35200,2014
"5846","E",12593,0,12593,0,12593,2014
"5847","E",12593,0,12593,0,12593,2014
"5848","E",178690,2000,180690,0,180690,2014
"5849","T",12083,0,12083,0,12083,2014
"5850","T",4000,0,4000,0,4000,2014
"5851","E",20000,42600,62600,0,62600,2014
"5852","E",182834,260381,443215,0,443215,2014
"5853","E",391631,234550,626181,0,626181,2014
"5854","T",1500,2730,4230,0,4230,2014
"5855","T",1000,576,1576,0,1576,2014
"5856","E",3000,0,3000,3350,6350,2014
"5857","E",0,3100,3100,0,3100,2014
"5858","E",150531,24742,175273,0,175273,2014
"5859","E",500,0,500,0,500,2014
"5860","E",7500,2600,10100,0,10100,2014
"5861","E",7500,2600,10100,0,10100,2014
"5862","T",51500,400,51900,4280,56180,2014
"5863","E",500,100,600,0,600,2014
"5864","E",3000,565,3565,3710,7275,2014
"5865","E",32137,0,32137,0,32137,2014
"5866","E",0,100,100,0,100,2014
"5867","E",0,100,100,0,100,2014
"5868","E",563496,1434686,1998182,142000,2140182,2014
"5869","EXPN",16814,0,16814,0,16814,2014
"5870","E",0,2640,2640,0,2640,2014
"5871","E",50000,2336,52336,0,52336,2014
"5872","E",50000,1320,51320,0,51320,2014
"5873","E",50000,0,50000,0,50000,2014
"5874","E",50000,0,50000,0,50000,2014
"5875","E",300,1000,1300,0,1300,2014
"5876","E",5000,0,5000,0,5000,2014
"5877","E",0,150114,150114,0,150114,2014
"5878","E",150000,267345,417345,0,417345,2014
"5879","E",50000,0,50000,0,50000,2014
"5880","T",0,1832848,1832848,0,1832848,2014
"5881","E",61500,4900,66400,0,66400,2014
"5882","T",0,110466,110466,0,110466,2014
"5883","E",0,3500,3500,0,3500,2014
"5884","E",0,1229185,1229185,0,1229185,2014
"5885","E",0,180011,180011,0,180011,2014
"5886","E",351345,633753,985098,0,985098,2014
"5887","E",59000,4900,63900,0,63900,2014
"5888","E",271200,497746,768946,2000,770946,2014
"5889","E",0,200,200,0,200,2014
"5890","E",22500,800,23300,0,23300,2014
"5891","E",0,13600,13600,0,13600,2014
"5892","E",110450,4248,114698,1654,116352,2014
"5893","E",0,0,0,700,700,2014
"5894","E",0,47656,47656,0,47656,2014
"5895","T",336633,101282,437915,0,437915,2014
"5896","E",0,195055,195055,0,195055,2014
"5897","E",0,120847,120847,0,120847,2014
"5898","E",7000,210913,217913,2500,220413,2014
"5899","E",0,900,900,0,900,2014
"5900","E",11500,15930,27430,0,27430,2014
"5901","E",0,20189,20189,0,20189,2014
"5902","E",2524,8793,11317,0,11317,2014
"5903","E",143954,781533,925487,10000,935487,2014
"5904","E",50185,0,50185,0,50185,2014
"5905","E",7150,0,7150,0,7150,2014
"5906","E",21041,0,21041,0,21041,2014
"5907","E",8754,0,8754,0,8754,2014
"5908","E",14595,0,14595,0,14595,2014
"5909","E",190543,9865,200408,200,200608,2014
"5910","E",8873,0,8873,0,8873,2014
"5911","E",8471,5077,13548,0,13548,2014
"5912","E",183970,12760,196730,0,196730,2014
"5913","T",0,11300,11300,0,11300,2014
"5914","T",0,400,400,0,400,2014
"5915","E",10192,0,10192,0,10192,2014
"5916","E",7150,0,7150,0,7150,2014
"5917","E",8164,0,8164,0,8164,2014
"5918","E",18528,0,18528,0,18528,2014
"5919","E",8164,74417,82581,0,82581,2014
"5920","T",14777,0,14777,0,14777,2014
"5921","E",7294,5077,12371,0,12371,2014
"5922","E",7150,0,7150,0,7150,2014
"5923","E",10192,74417,84609,0,84609,2014
"5924","E",16500,0,16500,0,16500,2014
"5925","E",8164,74417,82581,0,82581,2014
"5926","E",8164,0,8164,0,8164,2014
"5927","E",0,10450,10450,0,10450,2014
"5928","E",0,3000,3000,0,3000,2014
"5929","T",4207,200,4407,0,4407,2014
"5930","T",145359,37670,183029,0,183029,2014
"5931","T",877586,11900,889486,0,889486,2014
"5932","E",145604,43800,189404,16500,205904,2014
"5933","E",10000,0,10000,0,10000,2014
"5934","E",150000,2336,152336,0,152336,2014
"5935","E",75000,0,75000,0,75000,2014
"5936","E",75000,267345,342345,0,342345,2014
"5937","E",75000,1850,76850,0,76850,2014
"5938","E",75000,267545,342545,0,342545,2014
"5939","E",75000,0,75000,0,75000,2014
"5940","E",50000,0,50000,0,50000,2014
"5941","E",75000,200,75200,0,75200,2014
"5942","E",13581,0,13581,0,13581,2014
"5943","E",24900,2600,27500,5500,33000,2014
"5944","E",50000,0,50000,0,50000,2014
"5945","E",5000,2500,7500,0,7500,2014
"5946","E",49078,2400,51478,0,51478,2014
"5947","E",3500,0,3500,7000,10500,2014
"5948","E",12364,0,12364,0,12364,2014
"5949","E",5000,2600,7600,0,7600,2014
"5950","E",50000,200,50200,0,50200,2014
"5951","E",0,2500,2500,0,2500,2014
"5952","E",4560,0,4560,0,4560,2014
"5953","E",1500,0,1500,0,1500,2014
"5954","E",11000,38536,49536,0,49536,2014
"5955","E",89417,800,90217,0,90217,2014
"5956","E",95816,37385,133201,0,133201,2014
"5957","E",59326,10100,69426,0,69426,2014
"5958","E",5974,3070,9044,0,9044,2014
"5959","E",49615,440547,490162,0,490162,2014
"5960","T",661201,2924184,3585385,0,3585385,2014
"5961","E",31000,0,31000,5000,36000,2014
"5962","T",38000,0,38000,5000,43000,2014
"5963","E",500,2000,2500,0,2500,2014
"5964","E",0,243000,243000,0,243000,2014
"5965","E",10800,0,10800,0,10800,2014
"5966","E",8236,83700,91936,0,91936,2014
"5967","E",9000,6320,15320,0,15320,2014
"5968","E",389892,1488847,1878739,0,1878739,2014
"5969","T",0,1388887,1388887,0,1388887,2014
"5970","T",0,1357008,1357008,0,1357008,2014
"5971","E",26716,124,26840,0,26840,2014
"5972","E",19142,154049,173191,0,173191,2014
"5973","E",55793,124,55917,0,55917,2014
"5974","T",12868,60124,72992,0,72992,2014
"5975","E",29064,124,29188,0,29188,2014
"5976","E",17244,124,17368,0,17368,2014
"5977","E",104913,55124,160037,0,160037,2014
"5978","E",14800,124,14924,0,14924,2014
"5979","E",20393,119668,140061,0,140061,2014
"5980","E",7304,124,7428,0,7428,2014
"5981","E",7541,124,7665,0,7665,2014
"5982","E",13291,119668,132959,0,132959,2014
"5983","E",7667,8085,15752,0,15752,2014
"5984","E",12406,124,12530,0,12530,2014
"5985","E",20675,124,20799,0,20799,2014
"5986","E",48474,119668,168142,0,168142,2014
"5987","E",10592,224,10816,0,10816,2014
"5988","E",35521,124,35645,0,35645,2014
"5989","E",19196,3490,22686,0,22686,2014
"5990","E",9855,0,9855,0,9855,2014
"5991","E",16574,6591,23165,0,23165,2014
"5992","E",6696,224,6920,0,6920,2014
"5993","E",7669,0,7669,0,7669,2014
"5994","E",19046,124,19170,0,19170,2014
"5995","E",15620,124,15744,0,15744,2014
"5996","E",55943,0,55943,0,55943,2014
"5997","E",17473,6591,24064,0,24064,2014
"5998","E",48086,119668,167754,0,167754,2014
"5999","E",6655,124,6779,0,6779,2014
"6000","E",16534,6591,23125,0,23125,2014
"6001","E",6655,124,6779,0,6779,2014
"6002","E",6655,1124,7779,0,7779,2014
"6003","E",7629,124,7753,0,7753,2014
"6004","E",12035,124,12159,0,12159,2014
"6005","E",12474,124,12598,0,12598,2014
"6006","E",14037,124,14161,0,14161,2014
"6007","E",6584,124,6708,0,6708,2014
"6008","E",5791,6015,11806,0,11806,2014
"6009","E",18034,624,18658,0,18658,2014
"6010","E",8236,0,8236,0,8236,2014
"6011","E",72870,38000,110870,0,110870,2014
"6012","T",100307,156990,257297,5394,262691,2014
"6013","E",3480,24120,27600,0,27600,2014
"6014","E",47550,68759,116309,0,116309,2014
"6015","T",31837,87978,119815,0,119815,2014
"6016","T",11000,0,11000,0,11000,2014
"6017","E",7028,6015,13043,0,13043,2014
"6018","E",13807,124,13931,0,13931,2014
"6019","E",12500,4205,16705,1421,18126,2014
"6020","T",29561,96053,125614,0,125614,2014
"6021","E",1000,0,1000,9700,10700,2014
"6022","E",7500,9000,16500,0,16500,2014
"6023","E",12924,145624,158548,0,158548,2014
"6024","E",9284,124,9408,0,9408,2014
"6025","T",11760,124,11884,0,11884,2014
"6026","E",3000,4731,7731,56,7787,2014
"6027","E",7707,13457,21164,0,21164,2014
"6028","E",6990,124,7114,0,7114,2014
"6029","E",23536,124,23660,0,23660,2014
"6030","E",10341,124,10465,0,10465,2014
"6031","E",7964,124,8088,0,8088,2014
"6032","E",38600,200,38800,0,38800,2014
"6033","T",1914,0,1914,0,1914,2014
"6034","E",6895,3800,10695,0,10695,2014
"6035","E",0,118500,118500,0,118500,2014
"6036","E",7000,0,7000,0,7000,2014
"6037","T",16161,117510,133671,0,133671,2014
"6038","E",8187,0,8187,0,8187,2014
"6039","T",7389,13400,20789,7055,27844,2014
"6040","E",1500,18425,19925,0,19925,2014
"6041","E",3500,11800,15300,2700,18000,2014
"6042","E",15000,184565,199565,0,199565,2014
"6043","E",25000,137162,162162,500,162662,2014
"6044","E",20764,11500,32264,0,32264,2014
"6045","E",0,32800,32800,0,32800,2014
"6046","E",0,0,0,2200,2200,2014
"6047","E",37468,702198,739666,0,739666,2014
"6048","E",0,1600,1600,0,1600,2014
"6049","E",202041,56043,258084,0,258084,2014
"6050","E",105560,7200,112760,0,112760,2014
"6051","T",1000,120662,121662,900,122562,2014
"6052","E",9750,1100,10850,1669,12519,2014
"6053","T",5707,66000,71707,7055,78762,2014
"6054","E",0,1500,1500,0,1500,2014
"6055","T",0,100,100,0,100,2014
"6056","T",15998,18000,33998,0,33998,2014
"6057","E",174,200,374,0,374,2014
"6058","E",57000,7570,64570,637,65207,2014
"6059","E",10000,250,10250,0,10250,2014
"6060","E",1900,100,2000,0,2000,2014
"6061","T",26372,2122,28494,0,28494,2014
"6062","E",3270,29473,32743,0,32743,2014
"6063","T",28496,300,28796,0,28796,2014
"6064","T",1000,4320,5320,1258,6578,2014
"6065","E",3500,300,3800,7200,11000,2014
"6066","E",9234,124,9358,0,9358,2014
"6067","E",9234,124,9358,0,9358,2014
"6068","E",8236,0,8236,0,8236,2014
"6069","E",18734,100,18834,0,18834,2014
"6070","E",200,14846,15046,500,15546,2014
"6071","E",2000,1400,3400,1025,4425,2014
"6072","T",5500,191189,196689,3200,199889,2014
"6073","E",9500,0,9500,0,9500,2014
"6074","T",17052,0,17052,0,17052,2014
"6075","T",2958,570,3528,0,3528,2014
"6076","E",2389,7100,9489,0,9489,2014
"6077","T",4000,94626,98626,1900,100526,2014
"6078","E",1932,1150,3082,0,3082,2014
"6079","T",16372,2122,18494,0,18494,2014
"6080","E",21709,3000,24709,1600,26309,2014
"6081","T",16300,9744,26044,5500,31544,2014
"6082","E",174,438893,439067,0,439067,2014
"6083","E",0,20092,20092,0,20092,2014
"6084","E",22384,3100,25484,0,25484,2014
"6085","T",9686,102000,111686,400,112086,2014
"6086","T",19024,10800,29824,0,29824,2014
"6087","T",27000,139544,166544,1700,168244,2014
"6088","E",2610,91500,94110,0,94110,2014
"6089","T",15000,9231,24231,0,24231,2014
"6090","E",1600,60700,62300,2500,64800,2014
"6091","E",16500,10640,27140,2500,29640,2014
"6092","E",22051,10900,32951,0,32951,2014
"6093","E",2950,0,2950,0,2950,2014
"6094","E",1100,11093,12193,2500,14693,2014
"6095","T",500,2000,2500,0,2500,2014
"6096","T",61000,0,61000,500,61500,2014
"6097","T",38678,45200,83878,7055,90933,2014
"6098","E",4000,13000,17000,2000,19000,2014
"6099","E",7000,2700,9700,700,10400,2014
"6100","E",300,810,1110,11200,12310,2014
"6101","E",8187,14093,22280,7055,29335,2014
"6102","E",8000,30000,38000,0,38000,2014
"6103","T",8500,9000,17500,0,17500,2014
"6104","T",500,2000,2500,0,2500,2014
"6105","T",841,57967,58808,0,58808,2014
"6106","E",500,0,500,0,500,2014
"6107","E",800,21000,21800,500,22300,2014
"6108","T",60000,14000,74000,0,74000,2014
"6109","E",200,16593,16793,2000,18793,2014
"6110","E",13500,81067,94567,3500,98067,2014
"6111","E",35000,25000,60000,0,60000,2014
"6112","T",4000,11993,15993,1500,17493,2014
"6113","E",8000,8000,16000,0,16000,2014
"6114","E",15500,500,16000,0,16000,2014
"6115","E",1e+05,1300,101300,0,101300,2014
"6116","T",61000,23100,84100,0,84100,2014
"6117","T",10000,62600,72600,0,72600,2014
"6118","E",11000,69500,80500,0,80500,2014
"6119","E",12000,3038,15038,600,15638,2014
"6120","E",9000,0,9000,0,9000,2014
"6121","T",494417,92770,587187,0,587187,2014
"6122","E",500,0,500,0,500,2014
"6123","E",35148,0,35148,0,35148,2014
"6124","E",17052,7300,24352,0,24352,2014
"6125","T",15064,10300,25364,0,25364,2014
"6126","E",44335,6015,50350,0,50350,2014
"6127","E",26287,120453,146740,2100,148840,2014
"6128","E",17864,2861,20725,0,20725,2014
"6129","T",52114,11602,63716,0,63716,2014
"6130","E",174,100,274,0,274,2014
"6131","E",11872,2352,14224,0,14224,2014
"6132","T",7500,0,7500,0,7500,2014
"6133","E",12500,0,12500,0,12500,2014
"6134","E",5499,0,5499,0,5499,2014
"6135","E",8236,1000,9236,0,9236,2014
"6136","T",464,3000,3464,0,3464,2014
"6137","E",39536,0,39536,0,39536,2014
"6138","E",1000,22000,23000,0,23000,2014
"6139","E",67694,240833,308527,1762,310289,2014
"6140","E",43407,10721,54128,0,54128,2014
"6141","T",93500,0,93500,0,93500,2014
"6142","E",65250,59605,124855,16081,140936,2014
"6143","T",500,400,900,0,900,2014
"6144","E",174,0,174,0,174,2014
"6145","T",1000,63600,64600,500,65100,2014
"6146","T",18600,7096,25696,0,25696,2014
"6147","T",2737,31800,34537,0,34537,2014
"6148","E",44179,113874,158053,0,158053,2014
"6149","E",2900,106660,109560,0,109560,2014
"6150","E",101314,85326,186640,0,186640,2014
"6151","E",2600,13000,15600,0,15600,2014
"6152","E",49000,11045,60045,1100,61145,2014
"6153","T",935,0,935,0,935,2014
"6154","T",464,870,1334,0,1334,2014
"6155","E",35148,0,35148,0,35148,2014
"6156","T",114059,3000,117059,0,117059,2014
"6157","T",0,1500,1500,0,1500,2014
"6158","T",17052,1000,18052,0,18052,2014
"6159","E",8000,0,8000,0,8000,2014
"6160","E",92464,0,92464,0,92464,2014
"6161",NA,18056,10840,28896,0,28896,2014
"6162",NA,0,1e+05,1e+05,0,1e+05,2014
"6163",NA,41808,31958,73766,0,73766,2014
"6164",NA,19024,9000,28024,0,28024,2014
"6165",NA,5400,3593,8993,500,9493,2014
"6166",NA,195454,44553,240007,0,240007,2014
"6167",NA,14700,9000,23700,0,23700,2014
"6168",NA,0,100,100,0,100,2014
"6169",NA,4000,0,4000,3400,7400,2014
"6170",NA,71773,238050,309823,0,309823,2014
"6171",NA,20691,124,20815,0,20815,2014
"6172",NA,19391,32082,51473,0,51473,2014
"6173",NA,41500,8100,49600,4500,54100,2014
"6174",NA,0,32800,32800,0,32800,2014
"6175",NA,8795,10789,19584,0,19584,2014
"6176",NA,50000,500,50500,0,50500,2014
"6177",NA,79500,6720,86220,0,86220,2014
"6178",NA,7000,200,7200,0,7200,2014
"6179",NA,9000,0,9000,0,9000,2014
"6180",NA,2000,400,2400,0,2400,2014
"6181",NA,28536,13116,41652,0,41652,2014
"6182",NA,17300,3560,20860,1469,22329,2014
"6183",NA,13000,200,13200,0,13200,2014
"6184","E",74500,38800,113300,0,113300,2014
"6185","E",37584,1141385,1178969,0,1178969,2014
"6186","T",29500,230,29730,900,30630,2014
"6187","E",226000,2581,228581,4200,232781,2014
"6188","T",9664,2992,12656,0,12656,2014
"6189","E",16091,10840,26931,0,26931,2014
"6190","E",8816,0,8816,0,8816,2014
"6191","E",12000,1412,13412,0,13412,2014
"6192","E",40000,150,40150,0,40150,2014
"6193","T",22983,7800,30783,0,30783,2014
"6194","E",7043,119668,126711,0,126711,2014
"6195","E",10449,124,10573,0,10573,2014
"6196","E",8214,2124,10338,0,10338,2014
"6197","E",7043,124,7167,0,7167,2014
"6198","E",10442,124,10566,0,10566,2014
"6199","E",6693,224,6917,0,6917,2014
"6200","E",9007,124,9131,0,9131,2014
"6201","E",18548,124,18672,0,18672,2014
"6202","E",9228,224,9452,0,9452,2014
"6203","E",9827,124,9951,0,9951,2014
"6204","E",7933,224,8157,0,8157,2014
"6205","E",16691,224,16915,0,16915,2014
"6206","E",12652,119668,132320,0,132320,2014
"6207","E",98656,124,98780,0,98780,2014
"6208","E",10823,224,11047,0,11047,2014
"6209","E",49098,124,49222,0,49222,2014
"6210","E",8837,119668,128505,0,128505,2014
"6211","E",48167,124,48291,0,48291,2014
"6212","E",8691,124,8815,0,8815,2014
"6213","E",8324,100,8424,0,8424,2014
"6214","E",48393,0,48393,0,48393,2014
"6215","E",17675,124,17799,0,17799,2014
"6216","E",6866,119668,126534,0,126534,2014
"6217","E",10400,124,10524,0,10524,2014
"6218","E",13151,124,13275,0,13275,2014
"6219","E",6653,124,6777,0,6777,2014
"6220","E",16856,224,17080,0,17080,2014
"6221","E",13472,124,13596,0,13596,2014
"6222","E",9228,124,9352,0,9352,2014
"6223","E",9847,124,9971,0,9971,2014
"6224","E",8920,124,9044,0,9044,2014
"6225","E",15883,124,16007,0,16007,2014
"6226","E",12693,124,12817,0,12817,2014
"6227","E",90614,124,90738,0,90738,2014
"6228","E",17465,124,17589,0,17589,2014
"6229","T",8764,124,8888,0,8888,2014
"6230","E",17281,124,17405,0,17405,2014
"6231","E",101138,8124,109262,0,109262,2014
"6232","E",98656,2624,101280,0,101280,2014
"6233","E",15742,119668,135410,0,135410,2014
