"","Scientific.Name","Taxon","Year","Status","received","Budget","O_U","change"
"1","Bufo californicus ","Amphibian ",1999,-3,2.13,"$386,750 ","Over","Decreased"
"2","Phaeognathus hubrichti ","Amphibian ",1983,-1,4.96,"$28,704 ","Over","Decreased"
"3","Plethodon nettingi ","Amphibian ",1991,1,2.04,"$69,426 ","Over","Increased"
"4","Aphelocoma coerulescens ","Bird ",1990,-11,52.53,"$33,820 ","Over","Decreased"
"5","Brachyramphus marmoratus ","Bird ",1997,-9,2.13,"$2,036,214 ","Over","Decreased"
"6","Puffinus auricularis newelli ","Bird ",1983,-7,2.66,"$202,020 ","Over","Decreased"
"7","Lanius ludovicianus mearnsi ","Bird ",1984,-1,10.49,"$90,048 ","Over","Decreased"
"8","Sterna antillarum browni ","Bird ",1985,-1,3.81,"$360,220 ","Over","Decreased"
"9","Buteo solitarius ","Bird ",1984,0,3.87,"$32,107 ","Over","No Change"
"10","Rallus longirostris yumanensis ","Bird ",2010,1,2.8,"$192,494 ","Over","Increased"
"11","Sterna antillarum ","Bird ",1990,3,12.77,"$204,107 ","Over","Increased"
"12","Mycteria americana ","Bird ",1997,6,11.63,"$529,250 ","Over","Increased"
"13","Meda fulgida ","Fish ",1991,-9,2.12,"$196,650 ","Over","Decreased"
"14","Poeciliopsis occidentalis ","Fish ",1998,-6,2.39,"$160,732 ","Over","Decreased"
"15","Etheostoma fonticola ","Fish ",1996,-5,2.06,"$60,241 ","Over","Decreased"
"16","Etheostoma scotti ","Fish ",2000,-3,6.68,"$52,466 ","Over","Decreased"
"17","Cyprinodon diabolis ","Fish ",1990,-3,2.14,"$68,094 ","Over","Decreased"
"18","Salvelinus confluentus ","Fish ",2009,0,16.37,"$1,199,000 ","Over","No Change"
"19","Etheostoma etowahae ","Fish ",2000,0,7.92,"$52,466 ","Over","No Change"
"20","Cottus paulus ","Fish ",1991,0,3.5,"$51,300 ","Over","No Change"
"21","Xyrauchen texanus ","Fish ",1990,0,2.47,"$2,019,615 ","Over","No Change"
"22","Lepidomeda albivallis ","Fish ",1994,1,2.38,"$16,261 ","Over","Increased"
"23","Erimonax monachus ","Fish ",1983,2,3.64,"$31,980 ","Over","Increased"
"24","Branchinecta lynchi ","Invertebrate ",2013,-6,6.97,"$219,688 ","Over","Decreased"
"25","Streptocephalus woottoni ","Invertebrate ",1998,-5,9.53,"$39,382 ","Over","Decreased"
"26","Branchinecta sandiegonensis ","Invertebrate ",1998,-3,13.58,"$39,382 ","Over","Decreased"
"27","Desmocerus californicus dimorphus ","Invertebrate ",1984,-1,8.41,"$166,507 ","Over","Decreased"
"28","Leptoxis ampla ","Invertebrate ",2005,-1,2.11,"$24,792 ","Over","Decreased"
"29","Valvata utahensis ","Invertebrate ",1995,1,4.15,"$71,176 ","Over","Increased"
"30","Helminthoglypta walkeriana ","Invertebrate ",1998,1,3.18,"$46,065 ","Over","Increased"
"31","Lioplax cyclostomaformis ","Invertebrate ",2005,1,2.15,"$24,792 ","Over","Increased"
"32","Brachylagus idahoensis ","Mammal ",2012,-5,3.5,"$111,137 ","Over","Decreased"
"33","Peromyscus.polionotus.niveiventris","Mammal",1993,4,4.17,"11896","Over","Increased"
"34","Peromyscus polionotus allophrys ","Mammal ",1987,1,6.02,"$112,750 ","Over","Increased"
"35","Peromyscus polionotus ammobates ","Mammal ",1987,5,2.87,"$112,750 ","Over","Increased"
"36","Sciurus niger cinereus ","Mammal ",1993,6,2.16,"$147,905 ","Over","Increased"
"37","Ursus americanus luteolus ","Mammal ",2009,7,9.9,"$502,490 ","Over","Increased"
"38","Myotis grisescens ","Mammal ",1982,9,8.15,"$82,743 ","Over","Increased"
"39","Arctomecon humilis ","Plant ",1985,-10,2.68,"$32,550 ","Over","Decreased"
"40","Zizania texana ","Plant ",1996,-8,2.04,"$60,241 ","Over","Decreased"
"41","Navarretia fossalis ","Plant ",1998,-5,6.65,"$39,382 ","Over","Decreased"
"42","Pogogyne nudiuscula ","Plant ",1998,-5,5.47,"$39,382 ","Over","Decreased"
"43","Pogogyne abramsii ","Plant ",1998,-5,4.3,"$39,382 ","Over","Decreased"
"44","Orcuttia californica ","Plant ",1998,-5,3.92,"$39,382 ","Over","Decreased"
"45","Portulaca sclerocarpa ","Plant ",1996,-4,2.03,"$33,265 ","Over","Decreased"
"46","Ceanothus roderickii ","Plant ",2002,-3,2.06,"$119,009 ","Over","Decreased"
"47","Eryngium aristulatum parishii ","Plant ",1998,-2,7.32,"$39,382 ","Over","Decreased"
"48","Silene hawaiiensis ","Plant ",1996,-1,2.41,"$28,729 ","Over","Decreased"
"49","Zanthoxylum hawaiiense ","Plant ",1996,-1,2.12,"$33,265 ","Over","Decreased"
"50","Astragalus magdalenae peirsonii ","Plant ",2009,0,3.79,"$62,566 ","Over","No Change"
"51","Schwalbea americana ","Plant ",1995,0,2.32,"$63,648 ","Over","No Change"
"52","Iris lacustris ","Plant ",2013,0,2.31,"$42,092 ","Over","No Change"
"53","Eriodictyon altissimum ","Plant ",1998,0,2.09,"$46,065 ","Over","No Change"
"54","Spiranthes diluvialis ","Plant ",1995,1,3.28,"$221,340 ","Over","Increased"
"55","Chorizanthe pungens pungens ","Plant ",1998,1,2.21,"$32,204 ","Over","Increased"
"56","Howellia aquatilis ","Plant ",1996,6,2.07,"$88,652 ","Over","Increased"
"57","Gopherus polyphemus ","Reptile ",1990,-10,4.74,"$256,913 ","Over","Decreased"
"58","Rana aurora draytonii ","Amphibian ",2002,-5,0.91,"$2,588,127 ","Adequate","Decreased"
"59","Strix occidentalis caurina ","Bird ",2011,-10,1.91,"$4,448,500 ","Adequate","Decreased"
"60","Dendroica chrysoparia ","Bird ",1992,-9,1.44,"$1,315,716 ","Adequate","Decreased"
"61","Aerodramus vanikorensis bartschi ","Bird ",1991,0,1.16,"$133,014 ","Adequate","No Change"
"62","Falco femoralis septentrionalis ","Bird ",1990,2,1.12,"$336,420 ","Adequate","Increased"
"63","Agelaius xanthomus ","Bird ",1996,8,0.91,"$241,733 ","Adequate","Increased"
"64","Haliaeetus leucocephalus ","Bird ",1988,9,0.99,"$9,812,767 ","Adequate","Increased"
"65","Tiaroga cobitis ","Fish ",1991,-9,1.88,"$196,650 ","Adequate","Decreased"
"66","Lepidomeda vittata ","Fish ",1998,-8,1.14,"$382,128 ","Adequate","Decreased"
"67","Plagopterus argentissimus ","Fish ",1995,-8,1.12,"$293,250 ","Adequate","Decreased"
"68","Oncorhynchus clarki henshawi ","Fish ",1995,-6,1.8,"$1,081,777 ","Adequate","Decreased"
"69","Acipenser transmontanus ","Fish ",1999,-6,1.65,"$2,087,680 ","Adequate","Decreased"
"70","Gasterosteus aculeatus williamsoni ","Fish ",1985,-5,1.29,"$217,723 ","Adequate","Decreased"
"71","Chasmistes brevirostris ","Fish ",2013,-4,1.35,"$1,296,930 ","Adequate","Decreased"
"72","Lepidomeda mollispinis pratensis ","Fish ",1994,-3,1.79,"$23,671 ","Adequate","Decreased"
"73","Gambusia nobilis ","Fish ",1985,-2,1.91,"$30,018 ","Adequate","Decreased"
"74","Deltistes luxatus ","Fish ",2013,-2,1.36,"$1,296,930 ","Adequate","Decreased"
"75","Gila.boraxobius","Fish",1987,1,1.9,"23576","Adequate","Increased"
"76","Gila cypha ","Fish ",1990,-1,1.38,"$2,019,615 ","Adequate","Decreased"
"77","Oncorhynchus clarki seleniris ","Fish ",2004,-1,1.29,"$68,689 ","Adequate","Decreased"
"78","Moapa coriacea ","Fish ",1996,-1,1.27,"$156,140 ","Adequate","Decreased"
"79","Cyprinella monacha ","Fish ",1983,0,1.34,"$28,860 ","Adequate","No Change"
"80","Acipenser oxyrinchus desotoi ","Fish ",1995,0,1.27,"$443,858 ","Adequate","No Change"
"81","Oregonichthys crameri ","Fish ",1998,0,1.02,"$433,648 ","Adequate","No Change"
"82","Percina rex ","Fish ",1992,1,1.64,"$93,458 ","Adequate","Increased"
"83","Notropis simus pecosensis ","Fish ",1992,1,1.56,"$375,741 ","Adequate","Increased"
"84","Cyprinodon macularius ","Fish ",1993,1,1.2,"$136,528 ","Adequate","Increased"
"85","Amblyopsis rosae ","Fish ",1986,2,1.97,"$47,925 ","Adequate","Increased"
"86","Ptychocheilus lucius ","Fish ",1990,2,1.92,"$2,019,615 ","Adequate","Increased"
"87","Eucyclogobius newberryi ","Fish ",2005,2,1.22,"$235,620 ","Adequate","Increased"
"88","Cicindela dorsalis dorsalis ","Invertebrate ",1994,-5,1.33,"$116,703 ","Adequate","Decreased"
"89","Medionidus acutissimus ","Invertebrate ",2000,-5,1.06,"$52,466 ","Adequate","Decreased"
"90","Alasmidonta heterodon ","Invertebrate ",1993,-4,1.76,"$156,331 ","Adequate","Decreased"
"91","Physa natricina ","Invertebrate ",1995,-4,1.18,"$71,176 ","Adequate","Decreased"
"92","Alasmidonta raveneliana ","Invertebrate ",1996,-3,1.84,"$56,845 ","Adequate","Decreased"
"93","Triodopsis platysayoides ","Invertebrate ",1983,-3,0.99,"$43,524 ","Adequate","Decreased"
"94","Pyrgus ruralis lagunae ","Invertebrate ",2010,-2,1.91,"$45,053 ","Adequate","Decreased"
"95","Taylorconcha serpenticola ","Invertebrate ",1995,-1,1.34,"$71,176 ","Adequate","Decreased"
"96","Icaricia icarioides missionensis ","Invertebrate ",1984,0,1.79,"$52,453 ","Adequate","No Change"
"97","Nicrophorus americanus ","Invertebrate ",1991,0,1.19,"$312,645 ","Adequate","No Change"
"98","Orconectes shoupi ","Invertebrate ",1989,0,1.14,"$46,373 ","Adequate","No Change"
"99","Fontelicella idahoensis ","Invertebrate ",1995,1,0.92,"$71,176 ","Adequate","Increased"
"100","Vulpes macrotis mutica ","Mammal ",1998,-11,0.91,"$1,303,380 ","Adequate","Decreased"
"101","Dipodomys stephensi ","Mammal ",1997,-1,0.91,"$348,000 ","Adequate","Decreased"
"102","Peromyscus polionotus phasma ","Mammal ",1993,1,1.59,"$11,896 ","Adequate","Increased"
"103","Enhydra lutris nereis ","Mammal ",2003,2,1,"$648,951 ","Adequate","Increased"
"104","Corynorhinus townsendii virginianus ","Mammal ",1984,8,1.12,"$127,680 ","Adequate","Increased"
"105","Baptisia arachnifera ","Plant ",1984,-9,1.82,"$12,320 ","Adequate","Decreased"
"106","Erigeron parishii ","Plant ",1997,-7,1.52,"$22,620 ","Adequate","Decreased"
"107","Pediocactus winkleri ","Plant ",1995,-7,0.9,"$20,400 ","Adequate","Decreased"
"108","Thelypodium stenopetalum ","Plant ",1998,-7,0.9,"$33,748 ","Adequate","Decreased"
"109","Lindera melissifolia ","Plant ",1993,-6,1.99,"$142,646 ","Adequate","Decreased"
"110","Eriogonum ovalifolium vineum ","Plant ",1997,-6,1.56,"$22,620 ","Adequate","Decreased"
"111","Lesquerella kingii bernardina ","Plant ",1997,-6,1.53,"$22,620 ","Adequate","Decreased"
"112","Oxytheca parishii goodmaniana ","Plant ",1997,-6,1.51,"$22,620 ","Adequate","Decreased"
"113","Amaranthus pumilus ","Plant ",1996,-6,1.49,"$162,800 ","Adequate","Decreased"
"114","Astragalus albens ","Plant ",1997,-6,1.24,"$22,620 ","Adequate","Decreased"
"115","Tetramolopium arenarium ","Plant ",1996,-5,1.87,"$33,265 ","Adequate","Decreased"
"116","Echinacea laevigata ","Plant ",1995,-5,1.3,"$140,000 ","Adequate","Decreased"
"117","Cyanea koolauensis ","Plant ",1998,-5,1.03,"$48,051 ","Adequate","Decreased"
"118","Erysimum menziesii ","Plant ",1998,-4,1.76,"$32,204 ","Adequate","Decreased"
"119","Helonias.bullata","Plant",1991,4,1.6,"78831","Adequate","Increased"
"120","Coryphantha sneedii sneedii ","Plant ",1986,-4,1.56,"$20,058 ","Adequate","Decreased"
"121","Isoetes melanospora ","Plant ",1993,-4,1.52,"$8,944 ","Adequate","Decreased"
"122","Chorizanthe robusta ","Plant ",1998,-4,1.23,"$33,348 ","Adequate","Decreased"
"123","Lobelia oahuensis ","Plant ",1998,-4,0.92,"$48,051 ","Adequate","Decreased"
"124","Viola oahuensis ","Plant ",1998,-4,0.91,"$48,051 ","Adequate","Decreased"
"125","Calystegia stebbinsii ","Plant ",2002,-3,1.8,"$119,009 ","Adequate","Decreased"
"126","Erigeron decumbens decumbens ","Plant ",2010,-3,1.72,"$306,421 ","Adequate","Decreased"
"127","Trillium reliquum ","Plant ",1991,-3,1.16,"$20,691 ","Adequate","Decreased"
"128","Spiraea virginiana ","Plant ",1992,-3,1.07,"$88,921 ","Adequate","Decreased"
"129","Gardenia mannii ","Plant ",1998,-3,1.02,"$48,051 ","Adequate","Decreased"
"130","Fritillaria gentneri ","Plant ",2003,-3,0.92,"$248,126 ","Adequate","Decreased"
"131","Amphianthus pusillus ","Plant ",1993,-3,0.92,"$8,944 ","Adequate","Decreased"
"132","Clermontia pyrularia ","Plant ",1996,-2,1.19,"$33,265 ","Adequate","Decreased"
"133","Euphorbia telephioides ","Plant ",1994,-2,1.17,"$15,308 ","Adequate","Decreased"
"134","Cyanea acuminata ","Plant ",1998,-2,0.99,"$48,051 ","Adequate","Decreased"
"135","Neraudia ovata ","Plant ",1998,-2,0.95,"$77,996 ","Adequate","Decreased"
"136","Nothocestrum breviflorum ","Plant ",1996,-1,1.72,"$33,265 ","Adequate","Decreased"
"137","Senecio layneae ","Plant ",2002,-1,1.6,"$119,009 ","Adequate","Decreased"
"138","Pinguicula ionantha ","Plant ",1994,-1,1.56,"$15,308 ","Adequate","Decreased"
"139","Gilia tenuiflora arenaria ","Plant ",1998,-1,1.29,"$32,204 ","Adequate","Decreased"
"140","Galium californicum sierrae ","Plant ",2002,-1,1.2,"$119,009 ","Adequate","Decreased"
"141","Castilleja levisecta ","Plant ",2000,-1,1.14,"$278,438 ","Adequate","Decreased"
"142","Macbridea alba ","Plant ",1994,-1,0.99,"$15,308 ","Adequate","Decreased"
"143","Cyanea stictophylla ","Plant ",1996,-1,0.97,"$33,265 ","Adequate","Decreased"
"144","Layia carnosa ","Plant ",1998,0,1.75,"$32,204 ","Adequate","No Change"
"145","Hackelia venusta ","Plant ",2007,0,1.7,"$16,352 ","Adequate","No Change"
"146","Piperia yadonii ","Plant ",2004,0,1.45,"$33,723 ","Adequate","No Change"
"147","Lysimachia asperulaefolia ","Plant ",1995,0,1.3,"$84,167 ","Adequate","No Change"
"148","Delissea subcordata ","Plant ",1998,0,0.9,"$48,051 ","Adequate","No Change"
"149","Scutellaria montana ","Plant ",1996,1,1.11,"$27,109 ","Adequate","Increased"
"150","Isoetes louisianensis ","Plant ",1996,3,1.37,"$36,507 ","Adequate","Increased"
"151","Cyrtandra dentata ","Plant ",1998,3,0.93,"$48,051 ","Adequate","Increased"
"152","Harperocallis flava ","Plant ",1983,8,1.88,"$38,220 ","Adequate","Increased"
"153","Isotria medeoloides ","Plant ",1992,8,1.02,"$78,269 ","Adequate","Increased"
"154","Uma inornata ","Reptile ",1985,-11,1.68,"$180,833 ","Adequate","Decreased"
"155","Nerodia clarkii taeniata ","Reptile ",1993,-5,1.24,"$48,944 ","Adequate","Decreased"
"156","Clemmys muhlenbergii ","Reptile ",2001,-4,1.28,"$702,680 ","Adequate","Decreased"
"157","Pseudemys alabamensis ","Reptile ",1980,0,1.58,"$21,131 ","Adequate","No Change"
"158","Lepidochelys olivacea ","Reptile ",1998,2,1.2,"$890,175 ","Adequate","Increased"
"159","Pseudemys rubriventris bangsi ","Reptile ",1994,6,1.53,"$56,913 ","Adequate","Increased"
"160","Ambystoma macrodactylum croceum ","Amphibian ",1999,-7,0.35,"$480,347 ","Under","Decreased"
"161","Bufo.houstonensis","Amphibian",1984,6,0.26,"479360","Under","Increased"
"162","Eurycea nana ","Amphibian ",1996,-5,0.6,"$60,241 ","Under","Decreased"
"163","Typhlomolge rathbuni ","Amphibian ",1996,-4,0.7,"$60,241 ","Under","Decreased"
"164","Rana capito sevosa ","Amphibian ",2010,-3,0.65,"$359,700 ","Under","Decreased"
"165","Bufo baxteri ","Amphibian ",2014,-3,0.41,"$284,000 ","Under","Decreased"
"166","Eurycea sosorum ","Amphibian ",2005,-3,0.3,"$744,345 ","Under","Decreased"
"167","Eleutherodactylus jasperi ","Amphibian ",1984,-3,0.02,"$227,733 ","Under","Decreased"
"168","Plethodon shenandoah ","Amphibian ",1994,-2,0.22,"$81,378 ","Under","Decreased"
"169","Rana chiricahuensis ","Amphibian ",2007,-1,0.47,"$764,512 ","Under","Decreased"
"170","Ambystoma tigrinum stebbinsi ","Amphibian ",2002,-1,0.17,"$262,128 ","Under","Decreased"
"171","Batrachoseps aridus ","Amphibian ",1982,0,0.2,"$76,317 ","Under","No Change"
"172","Peltophryne lemur ","Amphibian ",1992,0,0.14,"$118,524 ","Under","No Change"
"173","Eleutherodactylus cooki ","Amphibian ",2004,0,0.07,"$208,116 ","Under","No Change"
"174","Corvus kubaryi ","Bird ",2006,-11,0.02,"$15,344,944 ","Under","Decreased"
"175","Corvus hawaiiensis ","Bird ",2009,-8,0.1,"$3,134,840 ","Under","Decreased"
"176","Melamprosops phaeosoma ","Bird ",2006,-8,0.01,"$5,041,832 ","Under","Decreased"
"177","Halcyon cinnamomina cinnamomina ","Bird ",2008,-8,0.01,"$8,467,200 ","Under","Decreased"
"178","Ammodramus savannarum floridanus ","Bird ",1989,-7,0.2,"$5,627,059 ","Under","Decreased"
"179","Tympanuchus cupido attwateri ","Bird ",2010,-7,0.04,"$8,840,118 ","Under","Decreased"
"180","Hemignathus lucidus ","Bird ",2006,-7,0.01,"$5,041,832 ","Under","Decreased"
"181","Rallus longirostris obsoletus ","Bird ",2014,-6,0.1,"$5,183,564 ","Under","Decreased"
"182","Charadrius melodus ","Bird ",1996,-5,0.89,"$4,777,440 ","Under","Decreased"
"183","Rallus owstoni ","Bird ",1990,-5,0.7,"$331,021 ","Under","Decreased"
"184","Acrocephalus luscinia ","Bird ",1998,-5,0.13,"$395,633 ","Under","Decreased"
"185","Chasiempis sandwichensis ibidis ","Bird ",2006,-5,0.03,"$5,041,832 ","Under","Decreased"
"186","Myadestes myadestinus ","Bird ",2006,-5,0,"$5,041,832 ","Under","Decreased"
"187","Rostrhamus sociabilis plumbeus ","Bird ",1989,-4,0.12,"$5,627,059 ","Under","Decreased"
"188","Vireo atricapilla ","Bird ",1991,-4,0.05,"$27,996,690 ","Under","Decreased"
"189","Myadestes lanaiensis rutha ","Bird ",2006,-4,0,"$5,041,832 ","Under","Decreased"
"190","Amphispiza belli clementeae ","Bird ",1984,-3,0.75,"$90,048 ","Under","Decreased"
"191","Charadrius alexandrinus nivosus ","Bird ",2007,-3,0.44,"$4,198,488 ","Under","Decreased"
"192","Ammodramus maritimus mirabilis ","Bird ",1989,-3,0.15,"$5,627,059 ","Under","Decreased"
"193","Hemignathus munroi ","Bird ",2006,-3,0.02,"$5,041,832 ","Under","Decreased"
"194","Psittirostra psittacea ","Bird ",2006,-3,0.01,"$5,041,832 ","Under","Decreased"
"195","Loxops coccineus ochraceus ","Bird ",2006,-3,0.01,"$5,041,832 ","Under","Decreased"
"196","Moho braccatus ","Bird ",2006,-3,0,"$5,041,832 ","Under","Decreased"
"197","Paroreomyza flammea ","Bird ",2006,-3,0,"$5,041,832 ","Under","Decreased"
"198","Anas wyvilliana ","Bird ",2011,-2,0.61,"$644,333 ","Under","Decreased"
"199","Sterna dougallii dougallii ","Bird ",1998,-2,0.28,"$1,088,230 ","Under","Decreased"
"200","Telespyza cantans ","Bird ",1984,-2,0.24,"$69,067 ","Under","Decreased"
"201","Somateria fischeri ","Bird ",1996,-2,0.24,"$2,366,816 ","Under","Decreased"
"202","Accipiter striatus venator ","Bird ",1997,-2,0.19,"$163,367 ","Under","Decreased"
"203","Loxioides bailleui ","Bird ",2006,-2,0.14,"$5,041,832 ","Under","Decreased"
"204","Buteo platypterus brunnescens ","Bird ",1997,-2,0.11,"$163,367 ","Under","Decreased"
"205","Rallus.longirostris.levipes","Bird",1985,-2,0.1,"3126355","Under","Decreased"
"206","Zosterops rotensis ","Bird ",2007,-2,0.02,"$2,749,824 ","Under","Decreased"
"207","Paroreomyza maculata ","Bird ",2006,-2,0,"$5,041,832 ","Under","Decreased"
"208","Amazona vittata ","Bird ",2009,-1,0.86,"$1,234,467 ","Under","Decreased"
"209","Polysticta stelleri ","Bird ",2002,-1,0.62,"$1,361,982 ","Under","Decreased"
"210","Empidonax traillii extimus ","Bird ",2002,-1,0.45,"$15,475,614 ","Under","Decreased"
"211","Branta sandvicensis ","Bird ",2004,-1,0.19,"$2,449,791 ","Under","Decreased"
"212","Megapodius laperouse ","Bird ",1998,-1,0.17,"$350,541 ","Under","Decreased"
"213","Anas laysanensis ","Bird ",2010,-1,0.03,"$1,990,013 ","Under","Decreased"
"214","Oreomystis bairdi ","Bird ",2006,-1,0.01,"$5,041,832 ","Under","Decreased"
"215","Myadestes palmeri ","Bird ",2006,-1,0.01,"$5,041,832 ","Under","Decreased"
"216","Himantopus mexicanus knudseni ","Bird ",2011,0,0.78,"$644,333 ","Under","No Change"
"217","Pterodroma phaeopygia sandwichensis ","Bird ",1983,0,0.62,"$202,020 ","Under","No Change"
"218","Strix occidentalis lucida ","Bird ",2012,0,0.61,"$3,777,628 ","Under","No Change"
"219","Fulica americana alai ","Bird ",2011,0,0.52,"$644,333 ","Under","No Change"
"220","Gallinula chloropus sandvicensis ","Bird ",2011,0,0.48,"$644,333 ","Under","No Change"
"221","Gallinula chloropus guami ","Bird ",1991,0,0.24,"$431,897 ","Under","No Change"
"222","Polyborus plancus audubonii ","Bird ",1989,0,0.21,"$5,627,059 ","Under","No Change"
"223","Telespyza ultima ","Bird ",1984,0,0.21,"$69,067 ","Under","No Change"
